"";"Driver";"year";"race";"raceID";"race_ID";"Start";"Mid Race";"Finish";"High Pos.";"Low Pos.";"Avg. Pos.";"Pass Diff.";"Green Flag Passes";"Green Flag Times Passed";"Quality Passes";"Pct. Quality Passes";"Fastest Lap";"Top 15 Laps";"Pct. Top 15 Laps";"Laps Led";"Pct. Laps Led";"Total Laps";"Driver Rating"
"315";"Ty Dillon";"2021";"08";"08_2021";"2021_08";"16";"3";"35";"1";"36";"15";"7";"220";"213";"153";"69.5";"2";"58";"66.7";"0";"0.0";"87";"73.2"
"316";"Joey Gase";"2021";"08";"08_2021";"2021_08";"29";"39";"36";"36";"40";"39";"2";"2";"0";"0";"0.0";"0";"0";"0.0";"0";"0.0";"85";"28.8"
"317";"Brandon Jones";"2021";"08";"08_2021";"2021_08";"7";"15";"37";"2";"31";"12";"-22";"207";"229";"171";"82.6";"2";"74";"88.1";"0";"0.0";"84";"80.7"
"318";"Caesar Bacarella";"2021";"08";"08_2021";"2021_08";"28";"31";"38";"19";"39";"34";"-27";"14";"41";"0";"0.0";"0";"0";"0.0";"0";"0.0";"84";"27.8"
"319";"Jason White";"2021";"08";"08_2021";"2021_08";"40";"23";"39";"1";"40";"33";"11";"28";"17";"0";"0.0";"0";"1";"2.0";"1";"2.0";"51";"47.0"
"320";"Bayley Currey";"2021";"08";"08_2021";"2021_08";"25";"40";"40";"22";"39";"36";"-30";"5";"35";"0";"0.0";"0";"0";"0.0";"0";"0.0";"34";"30.0"
"321";"Justin Allgaier";"2021";"09";"09_2021";"2021_09";"16";"5";"1";"1";"28";"7";"28";"46";"18";"40";"87.0";"8";"144";"97.3";"10";"6.8";"148";"115.7"
"322";"Josh Berry";"2021";"09";"09_2021";"2021_09";"24";"8";"2";"1";"26";"8";"27";"43";"16";"27";"62.8";"4";"133";"89.9";"8";"5.4";"148";"104.9"
"323";"Brandon Jones";"2021";"09";"09_2021";"2021_09";"22";"6";"3";"1";"27";"11";"13";"56";"43";"35";"62.5";"5";"108";"73.0";"0";"0.0";"148";"102.6"
"324";"Noah Gragson";"2021";"09";"09_2021";"2021_09";"5";"2";"4";"1";"21";"3";"11";"23";"12";"20";"87.0";"16";"146";"98.6";"40";"27.0";"148";"133.4"
"325";"Daniel Hemric";"2021";"09";"09_2021";"2021_09";"7";"1";"5";"1";"30";"7";"12";"29";"17";"28";"96.6";"14";"141";"95.3";"38";"25.7";"148";"120.9"
"326";"Jeremy Clements";"2021";"09";"09_2021";"2021_09";"12";"18";"6";"6";"37";"20";"16";"52";"36";"14";"26.9";"0";"44";"29.7";"0";"0.0";"148";"77.8"
"327";"Michael Annett";"2021";"09";"09_2021";"2021_09";"20";"9";"7";"3";"25";"12";"13";"35";"22";"22";"62.9";"0";"128";"86.5";"0";"0.0";"148";"91.8"
"328";"Brett Moffitt";"2021";"09";"09_2021";"2021_09";"13";"13";"8";"5";"36";"16";"26";"58";"32";"21";"36.2";"1";"77";"52.0";"0";"0.0";"148";"83.4"
"329";"Ryan Sieg";"2021";"09";"09_2021";"2021_09";"11";"17";"9";"3";"29";"12";"6";"46";"40";"27";"58.7";"0";"105";"70.9";"0";"0.0";"148";"87.2"
"330";"Alex Labbe";"2021";"09";"09_2021";"2021_09";"23";"16";"10";"8";"28";"17";"7";"39";"32";"10";"25.6";"0";"47";"31.8";"0";"0.0";"148";"79.0"
"331";"Harrison Burton";"2021";"09";"09_2021";"2021_09";"8";"7";"11";"1";"25";"6";"17";"33";"16";"28";"84.8";"1";"139";"93.9";"12";"8.1";"148";"110.0"
"332";"Landon Cassill";"2021";"09";"09_2021";"2021_09";"19";"19";"12";"10";"30";"19";"-1";"41";"42";"3";"7.3";"0";"21";"14.2";"0";"0.0";"148";"74.8"
"333";"A.J. Allmendinger";"2021";"09";"09_2021";"2021_09";"1";"3";"13";"1";"22";"5";"6";"29";"23";"25";"86.2";"6";"141";"95.3";"6";"4.1";"148";"111.4"
"334";"Justin Haley";"2021";"09";"09_2021";"2021_09";"4";"12";"14";"2";"25";"11";"-12";"26";"38";"19";"73.1";"2";"130";"87.8";"0";"0.0";"148";"89.2"
"335";"Tommy Joe Martins";"2021";"09";"09_2021";"2021_09";"14";"35";"15";"3";"35";"22";"-6";"45";"51";"18";"40.0";"14";"49";"33.1";"0";"0.0";"148";"84.4"
"336";"Ryan Ellis";"2021";"09";"09_2021";"2021_09";"33";"25";"16";"8";"37";"25";"3";"50";"47";"0";"0.0";"0";"9";"6.1";"0";"0.0";"148";"62.3"
"337";"David Starr";"2021";"09";"09_2021";"2021_09";"17";"29";"17";"9";"37";"27";"-13";"36";"49";"1";"2.8";"0";"2";"1.4";"0";"0.0";"148";"51.5"
"338";"Ty Gibbs";"2021";"09";"09_2021";"2021_09";"29";"11";"18";"3";"34";"14";"55";"85";"30";"32";"37.6";"11";"88";"59.5";"0";"0.0";"148";"86.6"
"339";"Myatt Snider";"2021";"09";"09_2021";"2021_09";"10";"15";"19";"3";"29";"13";"-16";"38";"54";"14";"36.8";"0";"95";"64.2";"0";"0.0";"148";"74.5"
"340";"Jeb Burton";"2021";"09";"09_2021";"2021_09";"3";"10";"20";"1";"24";"10";"-7";"28";"35";"19";"67.9";"0";"143";"96.6";"0";"0.0";"148";"83.7"
"341";"Tanner Berryhill";"2021";"09";"09_2021";"2021_09";"36";"27";"21";"7";"38";"23";"-28";"34";"62";"0";"0.0";"0";"14";"9.5";"0";"0.0";"148";"60.5"
"342";"J.J. Yeley";"2021";"09";"09_2021";"2021_09";"35";"24";"22";"11";"39";"26";"6";"57";"51";"0";"0.0";"0";"3";"2.0";"0";"0.0";"148";"54.0"
"343";"Timmy Hill";"2021";"09";"09_2021";"2021_09";"15";"30";"23";"14";"35";"27";"-15";"26";"41";"0";"0.0";"0";"2";"1.4";"0";"0.0";"148";"44.7"
"344";"Brandon Brown";"2021";"09";"09_2021";"2021_09";"9";"14";"24";"7";"31";"18";"-47";"28";"75";"16";"57.1";"0";"79";"53.4";"0";"0.0";"148";"67.8"
"345";"Bayley Currey";"2021";"09";"09_2021";"2021_09";"39";"32";"25";"21";"39";"30";"12";"43";"31";"0";"0.0";"0";"0";"0.0";"0";"0.0";"148";"43.0"
"346";"B.J. McLeod";"2021";"09";"09_2021";"2021_09";"38";"26";"26";"16";"38";"28";"-4";"44";"48";"0";"0.0";"0";"0";"0.0";"0";"0.0";"148";"40.5"
"347";"Ryan Vargas";"2021";"09";"09_2021";"2021_09";"34";"28";"27";"11";"37";"27";"-18";"35";"53";"0";"0.0";"0";"5";"3.4";"0";"0.0";"148";"46.2"
"348";"Riley Herbst";"2021";"09";"09_2021";"2021_09";"6";"20";"28";"5";"33";"17";"-14";"51";"65";"11";"21.6";"0";"65";"43.9";"0";"0.0";"148";"63.8"
"349";"Colby Howard";"2021";"09";"09_2021";"2021_09";"25";"23";"29";"7";"38";"26";"6";"50";"44";"2";"4.0";"1";"8";"5.4";"0";"0.0";"147";"50.5"
"350";"Austin Cindric";"2021";"09";"09_2021";"2021_09";"2";"4";"30";"1";"29";"7";"-1";"26";"27";"14";"53.8";"10";"128";"87.1";"34";"23.1";"147";"97.7"
"351";"Jeffrey Earnhardt";"2021";"09";"09_2021";"2021_09";"28";"22";"31";"9";"34";"26";"-24";"28";"52";"0";"0.0";"0";"7";"4.8";"0";"0.0";"146";"44.5"
"352";"Jesse Little";"2021";"09";"09_2021";"2021_09";"31";"21";"32";"8";"35";"28";"19";"43";"24";"1";"2.3";"1";"5";"3.4";"0";"0.0";"146";"56.5"
"353";"Kyle Weatherman";"2021";"09";"09_2021";"2021_09";"26";"34";"33";"20";"36";"30";"-11";"26";"37";"0";"0.0";"0";"0";"0.0";"0";"0.0";"142";"48.0"
"354";"Matt Jaskol";"2021";"09";"09_2021";"2021_09";"40";"33";"34";"23";"40";"34";"-17";"7";"24";"0";"0.0";"0";"0";"0.0";"0";"0.0";"142";"30.0"
"355";"Jade Buford";"2021";"09";"09_2021";"2021_09";"18";"36";"35";"18";"38";"35";"-23";"5";"28";"0";"0.0";"1";"0";"0.0";"0";"0.0";"140";"31.2"
"356";"Brandon Gdovic";"2021";"09";"09_2021";"2021_09";"27";"37";"36";"27";"39";"37";"-4";"4";"8";"0";"0.0";"0";"0";"0.0";"0";"0.0";"140";"27.2"
"357";"Joe Graf, Jr.";"2021";"09";"09_2021";"2021_09";"30";"31";"37";"6";"37";"27";"-16";"33";"49";"1";"3.0";"0";"14";"10.6";"0";"0.0";"132";"45.2"
"358";"Gray Gaulding";"2021";"09";"09_2021";"2021_09";"37";"38";"38";"37";"40";"39";"-6";"2";"8";"0";"0.0";"0";"0";"0.0";"0";"0.0";"107";"26.8"
"359";"Josh Williams";"2021";"09";"09_2021";"2021_09";"21";"39";"39";"17";"36";"35";"-2";"13";"15";"0";"0.0";"0";"0";"0.0";"0";"0.0";"48";"41.2"
"360";"Matt Mills";"2021";"09";"09_2021";"2021_09";"32";"40";"40";"24";"38";"36";"9";"24";"15";"0";"0.0";"0";"0";"0.0";"0";"0.0";"44";"31.2"
"361";"Austin Cindric";"2021";"10";"10_2021";"2021_10";"16";"5";"1";"1";"19";"5";"23";"30";"7";"29";"96.7";"44";"198";"99.0";"51";"25.5";"200";"130.7"
"362";"Josh Berry";"2021";"10";"10_2021";"2021_10";"6";"2";"2";"1";"8";"2";"7";"14";"7";"12";"85.7";"42";"200";"100.0";"48";"24.0";"200";"130.4"
"363";"Justin Allgaier";"2021";"10";"10_2021";"2021_10";"2";"1";"3";"1";"5";"2";"1";"10";"9";"8";"80.0";"34";"200";"100.0";"94";"47.0";"200";"135.5"
"364";"A.J. Allmendinger";"2021";"10";"10_2021";"2021_10";"7";"3";"4";"2";"18";"4";"10";"16";"6";"13";"81.2";"5";"199";"99.5";"0";"0.0";"200";"114.1"
"365";"Ty Gibbs";"2021";"10";"10_2021";"2021_10";"14";"7";"5";"3";"15";"8";"7";"27";"20";"27";"100.0";"4";"200";"100.0";"0";"0.0";"200";"102.8"
"366";"Harrison Burton";"2021";"10";"10_2021";"2021_10";"5";"4";"6";"4";"20";"6";"6";"12";"6";"12";"100.0";"11";"199";"99.5";"0";"0.0";"200";"108.6"
"367";"Michael Annett";"2021";"10";"10_2021";"2021_10";"11";"8";"7";"4";"18";"9";"4";"16";"12";"14";"87.5";"0";"194";"97.0";"0";"0.0";"200";"96.8"
"368";"Ryan Sieg";"2021";"10";"10_2021";"2021_10";"12";"9";"8";"6";"20";"11";"12";"25";"13";"18";"72.0";"0";"182";"91.0";"0";"0.0";"200";"96.2"
"369";"Daniel Hemric";"2021";"10";"10_2021";"2021_10";"1";"19";"9";"1";"27";"11";"-1";"27";"28";"19";"70.4";"4";"176";"88.0";"1";"0.5";"200";"93.0"
"370";"Brandon Brown";"2021";"10";"10_2021";"2021_10";"19";"13";"10";"5";"24";"13";"3";"28";"25";"17";"60.7";"0";"157";"78.5";"0";"0.0";"200";"84.3"
"371";"Jeb Burton";"2021";"10";"10_2021";"2021_10";"13";"11";"11";"3";"26";"12";"-1";"22";"23";"14";"63.6";"0";"184";"92.0";"0";"0.0";"200";"86.0"
"372";"Jeremy Clements";"2021";"10";"10_2021";"2021_10";"8";"14";"12";"8";"25";"14";"-12";"23";"35";"11";"47.8";"0";"155";"77.5";"0";"0.0";"200";"83.8"
"373";"Brett Moffitt";"2021";"10";"10_2021";"2021_10";"10";"25";"13";"9";"33";"18";"17";"44";"27";"4";"9.1";"0";"65";"32.7";"0";"0.0";"199";"75.3"
"374";"J.J. Yeley";"2021";"10";"10_2021";"2021_10";"31";"15";"14";"13";"31";"17";"4";"21";"17";"5";"23.8";"0";"92";"46.2";"0";"0.0";"199";"77.5"
"375";"Noah Gragson";"2021";"10";"10_2021";"2021_10";"3";"6";"15";"3";"15";"6";"-15";"13";"28";"13";"100.0";"0";"200";"100.5";"0";"0.0";"199";"93.2"
"376";"Myatt Snider";"2021";"10";"10_2021";"2021_10";"15";"12";"16";"8";"20";"15";"-1";"21";"22";"13";"61.9";"0";"95";"47.7";"0";"0.0";"199";"74.3"
"377";"Riley Herbst";"2021";"10";"10_2021";"2021_10";"20";"18";"17";"1";"34";"17";"7";"29";"22";"11";"37.9";"0";"56";"28.3";"0";"0.0";"198";"72.2"
"378";"Jeffrey Earnhardt";"2021";"10";"10_2021";"2021_10";"28";"22";"18";"10";"30";"21";"3";"31";"28";"0";"0.0";"0";"2";"1.0";"0";"0.0";"198";"63.8"
"379";"Alex Labbe";"2021";"10";"10_2021";"2021_10";"18";"20";"19";"18";"34";"22";"-10";"18";"28";"0";"0.0";"0";"0";"0.0";"0";"0.0";"198";"63.8"
"380";"Tommy Joe Martins";"2021";"10";"10_2021";"2021_10";"17";"16";"20";"1";"29";"18";"-20";"20";"40";"4";"20.0";"0";"33";"16.7";"5";"2.5";"198";"65.3"
"381";"B.J. McLeod";"2021";"10";"10_2021";"2021_10";"24";"23";"21";"1";"34";"22";"4";"28";"24";"0";"0.0";"0";"7";"3.5";"1";"0.5";"198";"62.7"
"382";"Kyle Weatherman";"2021";"10";"10_2021";"2021_10";"32";"27";"22";"19";"35";"26";"3";"23";"20";"0";"0.0";"0";"0";"0.0";"0";"0.0";"198";"52.8"
"383";"Cody Ware";"2021";"10";"10_2021";"2021_10";"27";"21";"23";"19";"32";"25";"-19";"19";"38";"0";"0.0";"0";"0";"0.0";"0";"0.0";"197";"52.2"
"384";"Bayley Currey";"2021";"10";"10_2021";"2021_10";"26";"26";"24";"17";"33";"24";"0";"21";"21";"0";"0.0";"1";"0";"0.0";"0";"0.0";"196";"56.5"
"385";"Landon Cassill";"2021";"10";"10_2021";"2021_10";"37";"29";"25";"11";"37";"26";"-3";"15";"18";"0";"0.0";"0";"2";"1.0";"0";"0.0";"196";"50.3"
"386";"Ryan Vargas";"2021";"10";"10_2021";"2021_10";"23";"30";"26";"23";"38";"31";"-3";"10";"13";"0";"0.0";"0";"0";"0.0";"0";"0.0";"195";"38.8"
"387";"Matt Mills";"2021";"10";"10_2021";"2021_10";"39";"31";"27";"3";"39";"30";"14";"22";"8";"0";"0.0";"0";"3";"1.5";"0";"0.0";"195";"42.8"
"388";"Colby Howard";"2021";"10";"10_2021";"2021_10";"25";"33";"28";"23";"40";"33";"-14";"12";"26";"0";"0.0";"0";"0";"0.0";"0";"0.0";"194";"40.8"
"389";"Joe Graf, Jr.";"2021";"10";"10_2021";"2021_10";"36";"28";"29";"12";"38";"31";"-6";"17";"23";"0";"0.0";"0";"1";"0.5";"0";"0.0";"193";"40.2"
"390";"Timmy Hill";"2021";"10";"10_2021";"2021_10";"22";"24";"30";"19";"34";"26";"-26";"17";"43";"0";"0.0";"0";"0";"0.0";"0";"0.0";"193";"47.5"
"391";"Gray Gaulding";"2021";"10";"10_2021";"2021_10";"40";"32";"31";"13";"40";"32";"-5";"14";"19";"0";"0.0";"0";"1";"0.5";"0";"0.0";"192";"37.8"
"392";"John Hunter Nemechek";"2021";"10";"10_2021";"2021_10";"30";"10";"32";"8";"33";"18";"24";"38";"14";"25";"65.8";"1";"113";"62.1";"0";"0.0";"182";"73.3"
"393";"Jade Buford";"2021";"10";"10_2021";"2021_10";"34";"17";"33";"17";"35";"28";"-13";"24";"37";"0";"0.0";"0";"0";"0.0";"0";"0.0";"155";"45.5"
"394";"Kyle Sieg";"2021";"10";"10_2021";"2021_10";"35";"34";"34";"31";"40";"35";"0";"4";"4";"0";"0.0";"0";"0";"0.0";"0";"0.0";"83";"27.2"
"395";"Brandon Jones";"2021";"10";"10_2021";"2021_10";"4";"35";"35";"2";"33";"25";"-5";"9";"14";"9";"100.0";"1";"67";"98.5";"0";"0.0";"68";"72.8"
"396";"Zane Smith";"2021";"10";"10_2021";"2021_10";"9";"36";"36";"9";"34";"30";"25";"37";"12";"10";"27.0";"0";"19";"28.4";"0";"0.0";"67";"47.5"
"397";"Jesse Little";"2021";"10";"10_2021";"2021_10";"33";"37";"37";"20";"33";"33";"6";"20";"14";"0";"0.0";"0";"0";"0.0";"0";"0.0";"57";"43.0"
"398";"Josh Williams";"2021";"10";"10_2021";"2021_10";"29";"38";"38";"25";"33";"35";"-6";"13";"19";"0";"0.0";"0";"0";"0.0";"0";"0.0";"57";"35.7"
"399";"Matt Jaskol";"2021";"10";"10_2021";"2021_10";"38";"39";"39";"37";"39";"39";"1";"4";"3";"0";"0.0";"0";"0";"0.0";"0";"0.0";"56";"27.8"
"400";"David Starr";"2021";"10";"10_2021";"2021_10";"21";"40";"40";"21";"40";"39";"-18";"1";"19";"0";"0.0";"0";"0";"0.0";"0";"0.0";"18";"24.3"
"401";"Kyle Busch";"2021";"11";"11_2021";"2021_11";"1";"1";"1";"1";"22";"3";"3";"14";"11";"14";"100.0";"24";"45";"97.8";"35";"76.1";"46";"150.0"
"402";"A.J. Allmendinger";"2021";"11";"11_2021";"2021_11";"7";"13";"2";"1";"23";"6";"16";"33";"17";"21";"63.6";"4";"41";"89.1";"3";"6.5";"46";"119.4"
"403";"Justin Allgaier";"2021";"11";"11_2021";"2021_11";"9";"3";"3";"1";"18";"4";"3";"17";"14";"12";"70.6";"0";"45";"97.8";"3";"6.5";"46";"117.2"
"404";"Kevin Harvick";"2021";"11";"11_2021";"2021_11";"12";"4";"4";"2";"16";"7";"1";"31";"30";"23";"74.2";"3";"46";"100.0";"0";"0.0";"46";"109.7"
"405";"Austin Cindric";"2021";"11";"11_2021";"2021_11";"8";"2";"5";"1";"24";"7";"2";"27";"25";"20";"74.1";"1";"42";"91.3";"2";"4.3";"46";"109.3"
"406";"Harrison Burton";"2021";"11";"11_2021";"2021_11";"10";"12";"6";"5";"20";"9";"-1";"34";"35";"22";"64.7";"0";"44";"95.7";"0";"0.0";"46";"99.7"
"407";"Cole Custer";"2021";"11";"11_2021";"2021_11";"3";"11";"7";"3";"25";"10";"-7";"38";"45";"24";"63.2";"0";"40";"87.0";"0";"0.0";"46";"94.7"
"408";"Tyler Reddick";"2021";"11";"11_2021";"2021_11";"5";"15";"8";"2";"27";"12";"3";"30";"27";"17";"56.7";"0";"34";"73.9";"0";"0.0";"46";"90.0"
"409";"Justin Haley";"2021";"11";"11_2021";"2021_11";"6";"9";"9";"1";"33";"11";"25";"39";"14";"20";"51.3";"1";"35";"76.1";"3";"6.5";"46";"95.8"
"410";"Jeb Burton";"2021";"11";"11_2021";"2021_11";"11";"5";"10";"5";"23";"9";"-7";"36";"43";"24";"66.7";"0";"43";"93.5";"0";"0.0";"46";"94.5"
"411";"Michael Annett";"2021";"11";"11_2021";"2021_11";"35";"16";"11";"2";"35";"16";"29";"51";"22";"16";"31.4";"0";"28";"60.9";"0";"0.0";"46";"79.2"
"412";"Brett Moffitt";"2021";"11";"11_2021";"2021_11";"21";"14";"12";"9";"29";"15";"-7";"41";"48";"14";"34.1";"0";"27";"58.7";"0";"0.0";"46";"79.7"
"413";"Austin Dillon";"2021";"11";"11_2021";"2021_11";"17";"24";"13";"4";"28";"17";"22";"52";"30";"8";"15.4";"1";"15";"32.6";"0";"0.0";"46";"74.1"
"414";"Preston Pardus";"2021";"11";"11_2021";"2021_11";"22";"20";"14";"13";"30";"20";"-4";"35";"39";"3";"8.6";"0";"8";"17.4";"0";"0.0";"46";"64.5"
"415";"Jade Buford";"2021";"11";"11_2021";"2021_11";"18";"18";"15";"3";"32";"18";"17";"52";"35";"7";"13.5";"0";"9";"19.6";"0";"0.0";"46";"69.0"
"416";"Riley Herbst";"2021";"11";"11_2021";"2021_11";"29";"10";"16";"5";"31";"18";"-21";"53";"74";"15";"28.3";"0";"15";"32.6";"0";"0.0";"46";"62.7"
"417";"Brandon Jones";"2021";"11";"11_2021";"2021_11";"19";"25";"17";"3";"33";"20";"14";"53";"39";"4";"7.5";"0";"5";"10.9";"0";"0.0";"46";"58.0"
"418";"Andy Lally";"2021";"11";"11_2021";"2021_11";"13";"21";"18";"3";"32";"16";"7";"37";"30";"9";"24.3";"0";"23";"50.0";"0";"0.0";"46";"69.5"
"419";"Spencer Pumpelly";"2021";"11";"11_2021";"2021_11";"16";"17";"19";"12";"29";"17";"-16";"40";"56";"14";"35.0";"0";"21";"45.7";"0";"0.0";"46";"62.8"
"420";"Alex Labbe";"2021";"11";"11_2021";"2021_11";"4";"22";"20";"4";"31";"17";"-7";"43";"50";"5";"11.6";"0";"17";"37.0";"0";"0.0";"46";"65.2"
"421";"Myatt Snider";"2021";"11";"11_2021";"2021_11";"23";"7";"21";"5";"31";"14";"-7";"50";"57";"22";"44.0";"0";"25";"54.3";"0";"0.0";"46";"70.0"
"422";"Landon Cassill";"2021";"11";"11_2021";"2021_11";"30";"28";"22";"12";"32";"26";"13";"43";"30";"3";"7.0";"0";"2";"4.3";"0";"0.0";"46";"49.5"
"423";"Jeremy Clements";"2021";"11";"11_2021";"2021_11";"33";"23";"23";"4";"33";"21";"31";"48";"17";"5";"10.4";"0";"7";"15.2";"0";"0.0";"46";"54.8"
"424";"Ryan Ellis";"2021";"11";"11_2021";"2021_11";"31";"29";"24";"15";"34";"28";"4";"42";"38";"1";"2.4";"0";"0";"0.0";"0";"0.0";"46";"41.7"
"425";"Ryan Sieg";"2021";"11";"11_2021";"2021_11";"34";"31";"25";"11";"34";"26";"26";"48";"22";"2";"4.2";"0";"2";"4.3";"0";"0.0";"46";"47.3"
"426";"Brandon Brown";"2021";"11";"11_2021";"2021_11";"14";"19";"26";"11";"36";"26";"-21";"24";"45";"0";"0.0";"0";"1";"2.2";"0";"0.0";"46";"41.0"
"427";"Gray Gaulding";"2021";"11";"11_2021";"2021_11";"25";"26";"27";"19";"33";"28";"-10";"40";"50";"0";"0.0";"0";"0";"0.0";"0";"0.0";"46";"34.0"
"428";"Colby Howard";"2021";"11";"11_2021";"2021_11";"27";"27";"28";"8";"34";"27";"6";"46";"40";"5";"10.9";"0";"5";"10.9";"0";"0.0";"46";"39.3"
"429";"Daniel Hemric";"2021";"11";"11_2021";"2021_11";"26";"8";"29";"3";"35";"17";"-20";"62";"82";"21";"33.9";"0";"21";"45.7";"0";"0.0";"46";"65.8"
"430";"Ross Chastain";"2021";"11";"11_2021";"2021_11";"2";"35";"30";"2";"36";"34";"-29";"31";"60";"2";"6.5";"0";"0";"0.0";"0";"0.0";"36";"29.5"
"431";"Boris Said";"2021";"11";"11_2021";"2021_11";"24";"36";"31";"22";"36";"33";"-8";"15";"23";"0";"0.0";"0";"0";"0.0";"0";"0.0";"35";"30.0"
"432";"Kris Wright";"2021";"11";"11_2021";"2021_11";"36";"32";"32";"15";"36";"29";"-2";"27";"29";"1";"3.7";"0";"1";"3.4";"0";"0.0";"29";"31.0"
"433";"Timmy Hill";"2021";"11";"11_2021";"2021_11";"28";"30";"33";"6";"31";"27";"-14";"32";"46";"4";"12.5";"0";"5";"17.2";"0";"0.0";"29";"35.8"
"434";"Miguel Paludo";"2021";"11";"11_2021";"2021_11";"15";"6";"34";"4";"31";"21";"-24";"15";"39";"14";"93.3";"0";"24";"96.0";"0";"0.0";"25";"69.5"
"435";"Tommy Joe Martins";"2021";"11";"11_2021";"2021_11";"32";"33";"35";"7";"32";"29";"-2";"21";"23";"3";"14.3";"0";"3";"15.8";"0";"0.0";"19";"33.5"
"436";"Noah Gragson";"2021";"11";"11_2021";"2021_11";"20";"34";"36";"14";"27";"30";"-10";"18";"28";"7";"38.9";"0";"11";"84.6";"0";"0.0";"13";"51.2"
"437";"Ty Gibbs";"2021";"12";"12_2021";"2021_12";"8";"24";"1";"1";"29";"6";"24";"44";"20";"30";"68.2";"22";"184";"92.0";"20";"10.0";"200";"121.2"
"438";"Austin Cindric";"2021";"12";"12_2021";"2021_12";"4";"2";"2";"1";"7";"4";"3";"18";"15";"18";"100.0";"16";"200";"100.0";"2";"1.0";"200";"118.9"
"439";"Harrison Burton";"2021";"12";"12_2021";"2021_12";"13";"3";"3";"2";"19";"6";"4";"31";"27";"30";"96.8";"7";"198";"99.0";"0";"0.0";"200";"106.7"
"440";"Brandon Brown";"2021";"12";"12_2021";"2021_12";"32";"16";"4";"4";"32";"17";"3";"57";"54";"23";"40.4";"1";"52";"26.0";"0";"0.0";"200";"75.3"
"441";"Tyler Reddick";"2021";"12";"12_2021";"2021_12";"16";"12";"5";"4";"33";"13";"36";"89";"53";"55";"61.8";"1";"150";"75.0";"0";"0.0";"200";"84.5"
"442";"Chase Briscoe";"2021";"12";"12_2021";"2021_12";"2";"4";"6";"1";"23";"5";"14";"39";"25";"38";"97.4";"38";"191";"95.5";"60";"30.0";"200";"132.0"
"443";"Ty Dillon";"2021";"12";"12_2021";"2021_12";"10";"19";"7";"4";"28";"16";"-10";"47";"57";"13";"27.7";"0";"66";"33.0";"0";"0.0";"200";"76.3"
"444";"Brandon Jones";"2021";"12";"12_2021";"2021_12";"14";"7";"8";"5";"24";"10";"13";"51";"38";"45";"88.2";"6";"185";"92.5";"0";"0.0";"200";"92.3"
"445";"Jeb Burton";"2021";"12";"12_2021";"2021_12";"9";"9";"9";"3";"31";"13";"8";"39";"31";"26";"66.7";"4";"151";"75.5";"0";"0.0";"200";"94.5"
"446";"Jeremy Clements";"2021";"12";"12_2021";"2021_12";"6";"17";"10";"6";"34";"18";"-8";"47";"55";"8";"17.0";"0";"59";"29.5";"0";"0.0";"200";"69.3"
"447";"Justin Allgaier";"2021";"12";"12_2021";"2021_12";"26";"8";"11";"3";"26";"11";"18";"53";"35";"39";"73.6";"0";"165";"82.5";"0";"0.0";"200";"84.0"
"448";"Riley Herbst";"2021";"12";"12_2021";"2021_12";"1";"26";"12";"1";"27";"11";"6";"54";"48";"32";"59.3";"3";"165";"82.5";"7";"3.5";"200";"89.0"
"449";"Landon Cassill";"2021";"12";"12_2021";"2021_12";"28";"18";"13";"9";"30";"21";"-3";"38";"41";"6";"15.8";"0";"15";"7.5";"0";"0.0";"200";"63.3"
"450";"Alex Labbe";"2021";"12";"12_2021";"2021_12";"33";"20";"14";"7";"34";"23";"-4";"32";"36";"4";"12.5";"0";"28";"14.0";"0";"0.0";"200";"59.2"
"451";"Chad Finchum";"2021";"12";"12_2021";"2021_12";"22";"29";"15";"7";"35";"27";"-19";"40";"59";"4";"10.0";"0";"13";"6.5";"0";"0.0";"200";"48.8"
"452";"Ryan Vargas";"2021";"12";"12_2021";"2021_12";"20";"32";"16";"11";"35";"28";"-11";"35";"46";"3";"8.6";"0";"10";"5.0";"0";"0.0";"200";"46.3"
"453";"Jade Buford";"2021";"12";"12_2021";"2021_12";"25";"21";"17";"9";"35";"22";"-4";"51";"55";"2";"3.9";"0";"12";"6.0";"0";"0.0";"200";"56.0"
"454";"Jesse Little";"2021";"12";"12_2021";"2021_12";"30";"33";"18";"16";"35";"28";"-8";"39";"47";"0";"0.0";"0";"0";"0.0";"0";"0.0";"200";"40.5"
"455";"Justin Haley";"2021";"12";"12_2021";"2021_12";"11";"13";"19";"3";"20";"11";"7";"35";"28";"32";"91.4";"0";"179";"89.5";"0";"0.0";"200";"79.7"
"456";"Cody Ware";"2021";"12";"12_2021";"2021_12";"31";"31";"20";"19";"36";"29";"-6";"24";"30";"0";"0.0";"1";"0";"0.0";"0";"0.0";"200";"37.8"
"457";"Josh Williams";"2021";"12";"12_2021";"2021_12";"34";"27";"21";"10";"36";"26";"-3";"23";"26";"0";"0.0";"0";"4";"2.0";"0";"0.0";"199";"43.2"
"458";"Jeffrey Earnhardt";"2021";"12";"12_2021";"2021_12";"17";"23";"22";"9";"29";"23";"-11";"28";"39";"0";"0.0";"0";"4";"2.0";"0";"0.0";"199";"53.2"
"459";"Stefan Parsons";"2021";"12";"12_2021";"2021_12";"21";"28";"23";"12";"29";"26";"-10";"23";"33";"0";"0.0";"0";"4";"2.0";"0";"0.0";"199";"43.3"
