"";"Driver";"year";"race";"raceID";"race_ID";"Start";"Mid Race";"Finish";"High Pos.";"Low Pos.";"Avg. Pos.";"Pass Diff.";"Green Flag Passes";"Green Flag Times Passed";"Quality Passes";"Pct. Quality Passes";"Fastest Lap";"Top 15 Laps";"Pct. Top 15 Laps";"Laps Led";"Pct. Laps Led";"Total Laps";"Driver Rating"
"806";"Sage Karam";"2021";"21";"21_2021";"2021_21";"31";"23";"32";"9";"32";"27";"-12";"14";"26";"0";"0.0";"0";"1";"0.5";"0";"0.0";"200";"39.7"
"807";"Ryan Truex";"2021";"21";"21_2021";"2021_21";"11";"36";"33";"9";"37";"26";"-2";"12";"14";"6";"50.0";"0";"63";"31.8";"0";"0.0";"198";"67.2"
"808";"Josh Reaume";"2021";"21";"21_2021";"2021_21";"35";"35";"34";"9";"37";"31";"-5";"11";"16";"0";"0.0";"0";"4";"2.0";"0";"0.0";"198";"37.7"
"809";"Roger Reuse";"2021";"21";"21_2021";"2021_21";"40";"38";"35";"35";"40";"37";"2";"5";"3";"0";"0.0";"0";"0";"0.0";"0";"0.0";"193";"26.7"
"810";"Jennifer Jo Cobb";"2021";"21";"21_2021";"2021_21";"32";"37";"36";"32";"40";"37";"-8";"4";"12";"0";"0.0";"0";"0";"0.0";"0";"0.0";"190";"26.8"
"811";"Cory Roper";"2021";"21";"21_2021";"2021_21";"16";"34";"37";"16";"38";"33";"-7";"8";"15";"1";"12.5";"1";"0";"0.0";"0";"0.0";"188";"46.7"
"812";"Colby Howard";"2021";"21";"21_2021";"2021_21";"29";"39";"38";"22";"39";"36";"-10";"9";"19";"0";"0.0";"2";"0";"0.0";"0";"0.0";"174";"44.5"
"813";"John Hunter Nemechek";"2021";"21";"21_2021";"2021_21";"1";"2";"39";"1";"35";"17";"-7";"15";"22";"5";"33.3";"3";"111";"86.0";"2";"1.6";"129";"94.7"
"814";"Chase Purdy";"2021";"21";"21_2021";"2021_21";"13";"40";"40";"10";"36";"35";"-27";"5";"32";"5";"100.0";"1";"32";"97.0";"0";"0.0";"33";"43.0"
"815";"Chandler Smith";"2021";"22";"22_2021";"2021_22";"1";"3";"1";"1";"8";"2";"5";"27";"22";"27";"100.0";"48";"150";"100.0";"39";"26.0";"150";"137.9"
"816";"Stewart Friesen";"2021";"22";"22_2021";"2021_22";"7";"5";"2";"1";"8";"4";"4";"28";"24";"27";"96.4";"13";"150";"100.0";"5";"3.3";"150";"117.9"
"817";"Ben Rhodes";"2021";"22";"22_2021";"2021_22";"4";"2";"3";"1";"7";"4";"0";"14";"14";"12";"85.7";"4";"150";"100.0";"0";"0.0";"150";"112.4"
"818";"Sheldon Creed";"2021";"22";"22_2021";"2021_22";"2";"1";"4";"1";"4";"1";"-2";"16";"18";"16";"100.0";"26";"150";"100.0";"106";"70.7";"150";"139.6"
"819";"Zane Smith";"2021";"22";"22_2021";"2021_22";"13";"6";"5";"2";"14";"7";"9";"28";"19";"26";"92.9";"4";"150";"100.0";"0";"0.0";"150";"103.6"
"820";"Christian Eckes";"2021";"22";"22_2021";"2021_22";"9";"10";"6";"4";"12";"8";"6";"23";"17";"20";"87.0";"1";"150";"100.0";"0";"0.0";"150";"96.1"
"821";"John Hunter Nemechek";"2021";"22";"22_2021";"2021_22";"16";"29";"7";"7";"35";"25";"3";"39";"36";"12";"30.8";"9";"38";"25.3";"0";"0.0";"150";"88.8"
"822";"Todd Gilliland";"2021";"22";"22_2021";"2021_22";"3";"4";"8";"2";"8";"5";"-6";"15";"21";"15";"100.0";"3";"150";"100.0";"0";"0.0";"150";"104.6"
"823";"Carson Hocevar";"2021";"22";"22_2021";"2021_22";"6";"7";"9";"4";"10";"7";"-4";"22";"26";"21";"95.5";"1";"150";"100.0";"0";"0.0";"150";"98.3"
"824";"Austin Hill";"2021";"22";"22_2021";"2021_22";"11";"15";"10";"8";"26";"12";"10";"38";"28";"23";"60.5";"4";"132";"88.0";"0";"0.0";"150";"86.4"
"825";"Johnny Sauter";"2021";"22";"22_2021";"2021_22";"17";"11";"11";"8";"32";"13";"24";"54";"30";"26";"48.1";"3";"117";"78.0";"0";"0.0";"150";"82.4"
"826";"Matt Crafton";"2021";"22";"22_2021";"2021_22";"5";"8";"12";"5";"13";"9";"-5";"26";"31";"26";"100.0";"2";"150";"100.0";"0";"0.0";"150";"90.6"
"827";"Grant Enfinger";"2021";"22";"22_2021";"2021_22";"27";"9";"13";"3";"27";"12";"19";"42";"23";"26";"61.9";"0";"128";"85.3";"0";"0.0";"150";"85.2"
"828";"Tyler Ankrum";"2021";"22";"22_2021";"2021_22";"14";"14";"14";"11";"33";"17";"18";"52";"34";"12";"23.1";"0";"89";"59.3";"0";"0.0";"150";"74.0"
"829";"Derek Kraus";"2021";"22";"22_2021";"2021_22";"8";"12";"15";"8";"16";"12";"-7";"23";"30";"23";"100.0";"0";"149";"99.3";"0";"0.0";"150";"80.3"
"830";"Chase Purdy";"2021";"22";"22_2021";"2021_22";"12";"13";"16";"12";"19";"15";"-10";"24";"34";"17";"70.8";"0";"82";"54.7";"0";"0.0";"150";"72.5"
"831";"Hailie Deegan";"2021";"22";"22_2021";"2021_22";"10";"19";"17";"10";"24";"17";"-3";"25";"28";"2";"8.0";"0";"48";"32.0";"0";"0.0";"150";"65.7"
"832";"Drew Dollar";"2021";"22";"22_2021";"2021_22";"23";"22";"18";"16";"27";"21";"-14";"24";"38";"0";"0.0";"0";"0";"0.0";"0";"0.0";"150";"55.0"
"833";"Ryan Truex";"2021";"22";"22_2021";"2021_22";"18";"16";"19";"4";"23";"19";"-2";"50";"52";"1";"2.0";"0";"2";"1.3";"0";"0.0";"150";"60.5"
"834";"Jack Wood";"2021";"22";"22_2021";"2021_22";"15";"17";"20";"13";"21";"18";"-14";"40";"54";"19";"47.5";"0";"35";"23.3";"0";"0.0";"150";"61.2"
"835";"Will Rodgers";"2021";"22";"22_2021";"2021_22";"30";"26";"22";"21";"32";"25";"5";"31";"26";"0";"0.0";"0";"0";"0.0";"0";"0.0";"149";"47.5"
"836";"Jordan Anderson";"2021";"22";"22_2021";"2021_22";"29";"24";"23";"10";"33";"25";"3";"33";"30";"0";"0.0";"0";"1";"0.7";"0";"0.0";"149";"43.2"
"837";"Willie Allen";"2021";"22";"22_2021";"2021_22";"32";"21";"24";"17";"32";"23";"-2";"41";"43";"0";"0.0";"0";"0";"0.0";"0";"0.0";"149";"46.3"
"838";"Ty Dillon";"2021";"22";"22_2021";"2021_22";"19";"18";"25";"8";"27";"19";"-2";"33";"35";"18";"54.5";"0";"55";"36.9";"0";"0.0";"149";"64.7"
"839";"Austin Wayne Self";"2021";"22";"22_2021";"2021_22";"24";"23";"26";"14";"28";"23";"-7";"51";"58";"8";"15.7";"0";"13";"8.8";"0";"0.0";"147";"48.8"
"840";"Chris Hacker";"2021";"22";"22_2021";"2021_22";"31";"31";"27";"26";"36";"30";"5";"19";"14";"0";"0.0";"0";"0";"0.0";"0";"0.0";"147";"34.3"
"841";"Danny Bohn";"2021";"22";"22_2021";"2021_22";"28";"28";"28";"26";"33";"29";"-4";"30";"34";"0";"0.0";"0";"0";"0.0";"0";"0.0";"147";"36.3"
"842";"Taylor Gray";"2021";"22";"22_2021";"2021_22";"26";"33";"29";"18";"34";"28";"4";"26";"22";"0";"0.0";"0";"0";"0.0";"0";"0.0";"146";"50.2"
"843";"Cory Roper";"2021";"22";"22_2021";"2021_22";"35";"32";"30";"27";"36";"30";"-5";"14";"19";"0";"0.0";"0";"0";"0.0";"0";"0.0";"146";"32.0"
"844";"Spencer Boyd";"2021";"22";"22_2021";"2021_22";"36";"30";"31";"25";"36";"30";"-8";"8";"16";"0";"0.0";"0";"0";"0.0";"0";"0.0";"146";"31.2"
"845";"Kris Wright";"2021";"22";"22_2021";"2021_22";"20";"34";"32";"20";"36";"34";"-15";"2";"17";"0";"0.0";"0";"0";"0.0";"0";"0.0";"143";"26.8"
"846";"Tyler Hill";"2021";"22";"22_2021";"2021_22";"34";"27";"33";"26";"36";"31";"-6";"17";"23";"0";"0.0";"0";"0";"0.0";"0";"0.0";"106";"35.0"
"847";"Tate Fogleman";"2021";"22";"22_2021";"2021_22";"21";"20";"34";"16";"25";"25";"5";"38";"33";"0";"0.0";"0";"0";"0.0";"0";"0.0";"98";"49.5"
"848";"Tanner Gray";"2021";"22";"22_2021";"2021_22";"22";"35";"35";"15";"35";"29";"5";"23";"18";"5";"21.7";"1";"11";"13.8";"0";"0.0";"80";"57.8"
"849";"Lawless Alan";"2021";"22";"22_2021";"2021_22";"33";"36";"36";"21";"33";"35";"-4";"5";"9";"0";"0.0";"0";"0";"0.0";"0";"0.0";"11";"24.3"
