"";"Driver";"year";"race";"raceID";"race_ID";"Start";"Mid Race";"Finish";"High Pos.";"Low Pos.";"Avg. Pos.";"Pass Diff.";"Green Flag Passes";"Green Flag Times Passed";"Quality Passes";"Pct. Quality Passes";"Fastest Lap";"Top 15 Laps";"Pct. Top 15 Laps";"Laps Led";"Pct. Laps Led";"Total Laps";"Driver Rating"
"1";"Ben Rhodes";"2021";"01";"01_2021";"2021_01";"23";"9";"1";"1";"28";"8";"31";"117";"86";"93";"79.5";"2";"86";"85.1";"7";"6.9";"101";"118.6"
"2";"Jordan Anderson";"2021";"01";"01_2021";"2021_01";"20";"24";"2";"2";"31";"20";"-19";"60";"79";"18";"30.0";"3";"12";"11.9";"0";"0.0";"101";"77.1"
"3";"Cory Roper";"2021";"01";"01_2021";"2021_01";"31";"21";"3";"1";"31";"17";"3";"90";"87";"55";"61.1";"1";"45";"44.6";"0";"0.0";"101";"72.9"
"4";"Ryan Truex";"2021";"01";"01_2021";"2021_01";"25";"29";"4";"4";"33";"23";"-13";"55";"68";"9";"16.4";"2";"8";"7.9";"0";"0.0";"101";"73.0"
"5";"Carson Hocevar";"2021";"01";"01_2021";"2021_01";"12";"28";"5";"5";"32";"22";"-9";"74";"83";"18";"24.3";"2";"10";"9.9";"0";"0.0";"101";"70.9"
"6";"Sheldon Creed";"2021";"01";"01_2021";"2021_01";"2";"18";"6";"1";"30";"11";"16";"142";"126";"106";"74.6";"2";"78";"77.2";"1";"1.0";"101";"100.5"
"7";"John Hunter Nemechek";"2021";"01";"01_2021";"2021_01";"7";"14";"7";"1";"29";"10";"16";"112";"96";"87";"77.7";"1";"81";"80.2";"14";"13.9";"101";"102.3"
"8";"Codie Rohrbaugh";"2021";"01";"01_2021";"2021_01";"26";"25";"8";"5";"32";"23";"-17";"55";"72";"22";"40.0";"1";"15";"14.9";"0";"0.0";"101";"60.6"
"9";"Chandler Smith";"2021";"01";"01_2021";"2021_01";"6";"22";"9";"1";"28";"7";"-3";"110";"113";"84";"76.4";"1";"87";"86.1";"22";"21.8";"101";"102.6"
"10";"Drew Dollar";"2021";"01";"01_2021";"2021_01";"17";"6";"10";"3";"21";"10";"-1";"104";"105";"88";"84.6";"0";"74";"73.3";"0";"0.0";"101";"81.5"
"11";"Grant Enfinger";"2021";"01";"01_2021";"2021_01";"3";"4";"11";"1";"24";"5";"11";"138";"127";"127";"92.0";"1";"96";"95.0";"13";"12.9";"101";"111.7"
"12";"Kris Wright";"2021";"01";"01_2021";"2021_01";"27";"20";"12";"5";"33";"22";"-9";"56";"65";"31";"55.4";"1";"20";"19.8";"0";"0.0";"101";"55.9"
"13";"Spencer Boyd";"2021";"01";"01_2021";"2021_01";"24";"33";"13";"7";"33";"25";"-30";"27";"57";"6";"22.2";"0";"10";"9.9";"0";"0.0";"101";"47.3"
"14";"David Gilliland";"2021";"01";"01_2021";"2021_01";"13";"2";"14";"1";"28";"13";"16";"135";"119";"107";"79.3";"4";"69";"68.3";"8";"7.9";"101";"84.2"
"15";"Matt Crafton";"2021";"01";"01_2021";"2021_01";"14";"3";"15";"2";"33";"14";"21";"116";"95";"94";"81.0";"1";"76";"75.2";"0";"0.0";"101";"78.8"
"16";"Zane Smith";"2021";"01";"01_2021";"2021_01";"8";"8";"16";"3";"32";"16";"6";"89";"83";"42";"47.2";"3";"41";"40.6";"0";"0.0";"101";"68.0"
"17";"Danny Bohn";"2021";"01";"01_2021";"2021_01";"32";"31";"17";"13";"33";"26";"-32";"31";"63";"5";"16.1";"0";"6";"5.9";"0";"0.0";"101";"43.7"
"18";"Jennifer Jo Cobb";"2021";"01";"01_2021";"2021_01";"16";"32";"18";"10";"33";"27";"-15";"30";"45";"0";"0.0";"0";"6";"5.9";"0";"0.0";"101";"40.3"
"19";"Bryan Dauzat";"2021";"01";"01_2021";"2021_01";"28";"27";"19";"1";"30";"21";"-23";"52";"75";"1";"1.9";"4";"15";"14.9";"2";"2.0";"101";"53.4"
"20";"Jason White";"2021";"01";"01_2021";"2021_01";"35";"30";"20";"13";"35";"27";"4";"31";"27";"0";"0.0";"1";"1";"1.0";"0";"0.0";"101";"44.1"
"21";"Austin Wayne Self";"2021";"01";"01_2021";"2021_01";"19";"7";"21";"6";"32";"20";"5";"76";"71";"37";"48.7";"3";"30";"30.0";"0";"0.0";"100";"66.5"
"22";"Austin Hill";"2021";"01";"01_2021";"2021_01";"18";"12";"22";"3";"23";"10";"3";"115";"112";"110";"95.7";"0";"93";"93.9";"0";"0.0";"99";"75.3"
"23";"Raphael Lessard";"2021";"01";"01_2021";"2021_01";"5";"19";"23";"1";"23";"9";"16";"122";"106";"90";"73.8";"1";"76";"76.8";"12";"12.1";"99";"95.2"
"24";"Hailie Deegan";"2021";"01";"01_2021";"2021_01";"9";"10";"24";"6";"29";"17";"-15";"77";"92";"64";"83.1";"0";"52";"53.1";"0";"0.0";"98";"65.8"
"25";"Brett Moffitt";"2021";"01";"01_2021";"2021_01";"15";"11";"25";"1";"31";"20";"-24";"52";"76";"21";"40.4";"3";"24";"25.0";"1";"1.0";"96";"57.4"
"26";"Timothy Peters";"2021";"01";"01_2021";"2021_01";"10";"17";"26";"1";"30";"9";"7";"117";"110";"98";"83.8";"0";"85";"89.5";"3";"3.2";"95";"81.5"
"27";"Johnny Sauter";"2021";"01";"01_2021";"2021_01";"1";"15";"27";"1";"27";"9";"-1";"88";"89";"79";"89.8";"0";"88";"93.6";"12";"12.8";"94";"95.4"
"28";"Tyler Ankrum";"2021";"01";"01_2021";"2021_01";"11";"1";"28";"1";"28";"14";"1";"118";"117";"81";"68.6";"2";"61";"64.9";"6";"6.4";"94";"65.9"
"29";"Chase Purdy";"2021";"01";"01_2021";"2021_01";"4";"16";"29";"3";"33";"15";"-5";"101";"106";"65";"64.4";"2";"59";"64.8";"0";"0.0";"91";"67.6"
"30";"Tate Fogleman";"2021";"01";"01_2021";"2021_01";"30";"26";"30";"11";"33";"26";"-11";"29";"40";"6";"20.7";"1";"10";"13.7";"0";"0.0";"73";"39.2"
"31";"Todd Gilliland";"2021";"01";"01_2021";"2021_01";"21";"5";"31";"1";"21";"17";"12";"80";"68";"69";"86.2";"1";"52";"73.2";"0";"0.0";"71";"74.1"
"32";"Stewart Friesen";"2021";"01";"01_2021";"2021_01";"29";"13";"32";"7";"30";"21";"25";"101";"76";"58";"57.4";"0";"38";"53.5";"0";"0.0";"71";"73.3"
"33";"Derek Kraus";"2021";"01";"01_2021";"2021_01";"33";"23";"33";"9";"33";"27";"34";"69";"35";"16";"23.2";"4";"11";"19.6";"0";"0.0";"56";"66.1"
"34";"Gus Dean";"2021";"01";"01_2021";"2021_01";"34";"34";"34";"34";"34";"34";"0";"0";"0";"0";"0.0";"0";"0";"0.0";"0";"0.0";"1";"27.2"
"35";"Tanner Gray";"2021";"01";"01_2021";"2021_01";"22";"35";"35";"22";"22";"35";"0";"0";"0";"0";"0.0";"0";"0";"0.0";"0";"0.0";"0";"27.2"
"36";"James Buescher";"2021";"01";"01_2021";"2021_01";"36";"36";"36";"36";"36";"36";"0";"0";"0";"0";"0.0";"0";"0";"0.0";"0";"0.0";"0";"27.2"
"37";"Ben Rhodes";"2021";"02";"02_2021";"2021_02";"1";"12";"1";"1";"30";"6";"14";"43";"29";"23";"53.5";"6";"48";"94.1";"13";"25.5";"51";"130.1"
"38";"Sheldon Creed";"2021";"02";"02_2021";"2021_02";"5";"8";"2";"1";"14";"3";"5";"29";"24";"16";"55.2";"6";"51";"100.0";"17";"33.3";"51";"143.5"
"39";"John Hunter Nemechek";"2021";"02";"02_2021";"2021_02";"4";"35";"3";"1";"36";"12";"-2";"39";"41";"16";"41.0";"7";"35";"68.6";"14";"27.5";"51";"131.7"
"40";"Todd Gilliland";"2021";"02";"02_2021";"2021_02";"32";"5";"4";"4";"32";"11";"36";"78";"42";"28";"35.9";"0";"46";"90.2";"0";"0.0";"51";"103.0"
"41";"Riley Herbst";"2021";"02";"02_2021";"2021_02";"25";"20";"5";"1";"30";"9";"-16";"36";"52";"16";"44.4";"0";"39";"76.5";"1";"2.0";"51";"84.3"
"42";"Matt Crafton";"2021";"02";"02_2021";"2021_02";"9";"6";"6";"2";"29";"11";"14";"47";"33";"22";"46.8";"0";"40";"78.4";"0";"0.0";"51";"93.8"
"43";"Derek Kraus";"2021";"02";"02_2021";"2021_02";"31";"27";"7";"7";"35";"20";"22";"53";"31";"10";"18.9";"0";"13";"25.5";"0";"0.0";"51";"68.0"
"44";"Kaz Grala";"2021";"02";"02_2021";"2021_02";"24";"2";"8";"2";"24";"8";"31";"56";"25";"40";"71.4";"1";"48";"94.1";"0";"0.0";"51";"107.5"
"45";"Timmy Hill";"2021";"02";"02_2021";"2021_02";"34";"16";"9";"8";"36";"23";"28";"73";"45";"12";"16.4";"0";"14";"27.5";"0";"0.0";"51";"57.0"
"46";"Christian Eckes";"2021";"02";"02_2021";"2021_02";"16";"29";"10";"6";"29";"15";"-9";"50";"59";"19";"38.0";"0";"28";"54.9";"0";"0.0";"51";"77.5"
"47";"Stewart Friesen";"2021";"02";"02_2021";"2021_02";"30";"22";"11";"1";"30";"11";"-7";"51";"58";"25";"49.0";"0";"40";"78.4";"1";"2.0";"51";"84.8"
"48";"Chandler Smith";"2021";"02";"02_2021";"2021_02";"8";"23";"12";"2";"28";"9";"-16";"36";"52";"14";"38.9";"0";"38";"74.5";"0";"0.0";"51";"90.5"
"49";"Camden Murphy";"2021";"02";"02_2021";"2021_02";"37";"36";"13";"7";"37";"24";"17";"56";"39";"12";"21.4";"0";"15";"29.4";"0";"0.0";"51";"70.8"
"50";"Carson Hocevar";"2021";"02";"02_2021";"2021_02";"3";"24";"14";"3";"35";"21";"-30";"43";"73";"8";"18.6";"0";"16";"31.4";"0";"0.0";"51";"79.5"
"51";"Austin Wayne Self";"2021";"02";"02_2021";"2021_02";"14";"4";"15";"4";"31";"16";"17";"75";"58";"14";"18.7";"0";"18";"35.3";"0";"0.0";"51";"81.3"
"52";"Codie Rohrbaugh";"2021";"02";"02_2021";"2021_02";"7";"11";"16";"7";"29";"20";"-19";"57";"76";"8";"14.0";"0";"12";"23.5";"0";"0.0";"51";"58.7"
"53";"Dawson Cram";"2021";"02";"02_2021";"2021_02";"38";"19";"17";"14";"38";"27";"24";"70";"46";"1";"1.4";"0";"1";"2.0";"0";"0.0";"51";"43.2"
"54";"Johnny Sauter";"2021";"02";"02_2021";"2021_02";"19";"25";"18";"5";"29";"12";"3";"47";"44";"23";"48.9";"0";"36";"70.6";"0";"0.0";"51";"79.3"
"55";"Tate Fogleman";"2021";"02";"02_2021";"2021_02";"28";"21";"19";"13";"37";"27";"4";"70";"66";"1";"1.4";"0";"1";"2.0";"0";"0.0";"51";"47.2"
"56";"Tanner Gray";"2021";"02";"02_2021";"2021_02";"33";"13";"20";"5";"33";"20";"14";"83";"69";"9";"10.8";"0";"18";"35.3";"0";"0.0";"51";"63.5"
"57";"Tyler Ankrum";"2021";"02";"02_2021";"2021_02";"26";"34";"21";"9";"39";"28";"-12";"63";"75";"3";"4.8";"0";"6";"11.8";"0";"0.0";"51";"56.3"
"58";"Chase Purdy";"2021";"02";"02_2021";"2021_02";"29";"9";"22";"8";"36";"22";"20";"88";"68";"12";"13.6";"0";"8";"15.7";"0";"0.0";"51";"57.8"
"59";"Parker Chase";"2021";"02";"02_2021";"2021_02";"22";"18";"23";"7";"32";"15";"9";"72";"63";"26";"36.1";"0";"30";"58.8";"0";"0.0";"51";"87.2"
"60";"Timothy Peters";"2021";"02";"02_2021";"2021_02";"27";"30";"24";"12";"33";"24";"16";"55";"39";"3";"5.5";"0";"4";"7.8";"0";"0.0";"51";"65.3"
"61";"Brett Moffitt";"2021";"02";"02_2021";"2021_02";"21";"10";"25";"3";"30";"13";"23";"97";"74";"31";"32.0";"1";"33";"64.7";"0";"0.0";"51";"80.6"
"62";"Raphael Lessard";"2021";"02";"02_2021";"2021_02";"12";"1";"26";"1";"32";"12";"8";"78";"70";"35";"44.9";"0";"34";"66.7";"5";"9.8";"51";"80.5"
"63";"Bobby Reuse";"2021";"02";"02_2021";"2021_02";"13";"33";"27";"13";"40";"32";"5";"34";"29";"0";"0.0";"0";"0";"0.0";"0";"0.0";"50";"34.8"
"64";"Hailie Deegan";"2021";"02";"02_2021";"2021_02";"23";"7";"28";"7";"35";"23";"-9";"73";"82";"7";"9.6";"0";"7";"14.0";"0";"0.0";"50";"49.5"
"65";"Jett Noland";"2021";"02";"02_2021";"2021_02";"35";"15";"29";"12";"35";"24";"-1";"61";"62";"1";"1.6";"0";"4";"8.2";"0";"0.0";"49";"42.8"
"66";"Danny Bohn";"2021";"02";"02_2021";"2021_02";"15";"39";"30";"15";"39";"32";"-30";"24";"54";"2";"8.3";"0";"0";"0.0";"0";"0.0";"49";"45.0"
"67";"Ryan Truex";"2021";"02";"02_2021";"2021_02";"2";"17";"31";"2";"38";"19";"-43";"29";"72";"3";"10.3";"0";"24";"50.0";"0";"0.0";"48";"86.3"
"68";"Norm Benning";"2021";"02";"02_2021";"2021_02";"39";"38";"32";"32";"40";"37";"0";"7";"7";"0";"0.0";"0";"0";"0.0";"0";"0.0";"48";"29.5"
"69";"Austin Hill";"2021";"02";"02_2021";"2021_02";"20";"26";"33";"8";"36";"24";"2";"35";"33";"3";"8.6";"0";"11";"22.9";"0";"0.0";"48";"60.5"
"70";"Cory Roper";"2021";"02";"02_2021";"2021_02";"6";"32";"34";"6";"39";"27";"-19";"42";"61";"3";"7.1";"0";"3";"6.4";"0";"0.0";"47";"40.5"
"71";"Jennifer Jo Cobb";"2021";"02";"02_2021";"2021_02";"17";"37";"35";"17";"39";"37";"-26";"7";"33";"0";"0.0";"0";"0";"0.0";"0";"0.0";"47";"28.2"
"72";"Lawless Alan";"2021";"02";"02_2021";"2021_02";"40";"14";"36";"12";"40";"33";"4";"42";"38";"1";"2.4";"0";"3";"6.7";"0";"0.0";"45";"36.8"
"73";"Sam Mayer";"2021";"02";"02_2021";"2021_02";"36";"28";"37";"9";"36";"22";"3";"68";"65";"8";"11.8";"0";"14";"34.1";"0";"0.0";"41";"57.0"
"74";"Jason White";"2021";"02";"02_2021";"2021_02";"18";"40";"38";"18";"40";"40";"-3";"5";"8";"0";"0.0";"0";"0";"0.0";"0";"0.0";"41";"24.3"
"75";"Spencer Boyd";"2021";"02";"02_2021";"2021_02";"10";"31";"39";"10";"32";"29";"-59";"20";"79";"2";"10.0";"0";"2";"5.3";"0";"0.0";"38";"37.0"
"76";"Zane Smith";"2021";"02";"02_2021";"2021_02";"11";"3";"40";"2";"27";"19";"-2";"47";"49";"22";"46.8";"1";"25";"71.4";"0";"0.0";"35";"83.3"
"77";"John Hunter Nemechek";"2021";"03";"03_2021";"2021_03";"3";"2";"1";"1";"25";"2";"9";"16";"7";"15";"93.8";"33";"132";"98.5";"94";"70.1";"134";"150.0"
"78";"Kyle Busch";"2021";"03";"03_2021";"2021_03";"29";"3";"2";"1";"30";"8";"21";"69";"48";"39";"56.5";"16";"110";"82.1";"16";"11.9";"134";"123.0"
"79";"Austin Hill";"2021";"03";"03_2021";"2021_03";"31";"5";"3";"1";"31";"9";"20";"61";"41";"36";"59.0";"4";"102";"76.1";"0";"0.0";"134";"102.5"
"80";"Stewart Friesen";"2021";"03";"03_2021";"2021_03";"9";"1";"4";"1";"25";"4";"8";"49";"41";"45";"91.8";"5";"134";"100.0";"4";"3.0";"134";"118.2"
"81";"Matt Crafton";"2021";"03";"03_2021";"2021_03";"4";"4";"5";"2";"25";"5";"9";"46";"37";"42";"91.3";"2";"132";"98.5";"0";"0.0";"134";"113.8"
"82";"Zane Smith";"2021";"03";"03_2021";"2021_03";"32";"30";"6";"5";"37";"18";"13";"81";"68";"35";"43.2";"0";"73";"54.5";"0";"0.0";"134";"92.7"
"83";"Grant Enfinger";"2021";"03";"03_2021";"2021_03";"18";"12";"7";"4";"25";"9";"24";"74";"50";"66";"89.2";"2";"133";"99.3";"0";"0.0";"134";"103.3"
"84";"Parker Kligerman";"2021";"03";"03_2021";"2021_03";"40";"16";"8";"2";"40";"18";"14";"74";"60";"25";"33.8";"1";"46";"34.3";"0";"0.0";"134";"74.8"
"85";"Christian Eckes";"2021";"03";"03_2021";"2021_03";"5";"7";"9";"3";"25";"8";"-4";"52";"56";"45";"86.5";"0";"130";"97.0";"0";"0.0";"134";"99.2"
"86";"Ben Rhodes";"2021";"03";"03_2021";"2021_03";"1";"18";"10";"1";"24";"9";"23";"74";"51";"52";"70.3";"0";"120";"89.6";"0";"0.0";"134";"103.2"
"87";"Brett Moffitt";"2021";"03";"03_2021";"2021_03";"17";"8";"11";"1";"26";"11";"11";"67";"56";"56";"83.6";"1";"119";"88.8";"13";"9.7";"134";"86.4"
"88";"Tanner Gray";"2021";"03";"03_2021";"2021_03";"22";"11";"12";"2";"25";"12";"-1";"55";"56";"30";"54.5";"1";"91";"67.9";"0";"0.0";"134";"83.4"
"89";"Todd Gilliland";"2021";"03";"03_2021";"2021_03";"6";"9";"13";"1";"27";"14";"-10";"55";"65";"29";"52.7";"0";"91";"67.9";"0";"0.0";"134";"78.0"
"90";"Austin Wayne Self";"2021";"03";"03_2021";"2021_03";"12";"14";"14";"10";"25";"15";"11";"64";"53";"40";"62.5";"0";"80";"59.7";"0";"0.0";"134";"77.8"
"91";"Johnny Sauter";"2021";"03";"03_2021";"2021_03";"11";"23";"15";"8";"26";"17";"-4";"60";"64";"14";"23.3";"1";"35";"26.1";"0";"0.0";"134";"75.8"
"92";"Timothy Peters";"2021";"03";"03_2021";"2021_03";"19";"10";"16";"5";"26";"17";"1";"65";"64";"17";"26.2";"0";"41";"30.6";"0";"0.0";"134";"71.8"
"93";"Danny Bohn";"2021";"03";"03_2021";"2021_03";"26";"29";"17";"12";"39";"26";"-4";"40";"44";"6";"15.0";"1";"12";"9.0";"0";"0.0";"134";"54.6"
"94";"Sheldon Creed";"2021";"03";"03_2021";"2021_03";"2";"24";"18";"1";"28";"15";"-4";"31";"35";"7";"22.6";"6";"63";"47.0";"7";"5.2";"134";"86.5"
"95";"Chandler Smith";"2021";"03";"03_2021";"2021_03";"7";"26";"19";"4";"29";"17";"2";"37";"35";"22";"59.5";"1";"57";"42.5";"0";"0.0";"134";"77.9"
"96";"Tate Fogleman";"2021";"03";"03_2021";"2021_03";"20";"25";"20";"13";"39";"24";"-12";"45";"57";"2";"4.4";"0";"7";"5.2";"0";"0.0";"134";"55.0"
"97";"Dawson Cram";"2021";"03";"03_2021";"2021_03";"23";"19";"21";"6";"29";"24";"-26";"38";"64";"0";"0.0";"0";"0";"0.0";"0";"0.0";"134";"57.0"
"98";"Spencer Boyd";"2021";"03";"03_2021";"2021_03";"33";"31";"22";"19";"34";"30";"-6";"12";"18";"0";"0.0";"0";"0";"0.0";"0";"0.0";"134";"39.3"
"99";"Chase Purdy";"2021";"03";"03_2021";"2021_03";"21";"17";"23";"10";"26";"19";"-16";"52";"68";"7";"13.5";"0";"15";"11.2";"0";"0.0";"134";"62.5"
"100";"Carson Hocevar";"2021";"03";"03_2021";"2021_03";"10";"33";"24";"9";"40";"31";"-22";"16";"38";"5";"31.2";"0";"7";"5.3";"0";"0.0";"133";"47.3"
"101";"Kris Wright";"2021";"03";"03_2021";"2021_03";"15";"32";"25";"15";"38";"31";"6";"26";"20";"0";"0.0";"0";"0";"0.0";"0";"0.0";"132";"41.5"
"102";"B.J. McLeod";"2021";"03";"03_2021";"2021_03";"39";"34";"26";"26";"39";"31";"5";"29";"24";"0";"0.0";"0";"0";"0.0";"0";"0.0";"132";"42.0"
"103";"Jordan Anderson";"2021";"03";"03_2021";"2021_03";"28";"20";"27";"9";"30";"24";"-8";"44";"52";"2";"4.5";"0";"6";"4.5";"0";"0.0";"132";"46.7"
"104";"Hailie Deegan";"2021";"03";"03_2021";"2021_03";"30";"21";"28";"10";"33";"25";"-3";"43";"46";"4";"9.3";"0";"9";"6.9";"0";"0.0";"130";"45.7"
"105";"Jennifer Jo Cobb";"2021";"03";"03_2021";"2021_03";"34";"36";"29";"28";"39";"35";"-12";"7";"19";"0";"0.0";"0";"0";"0.0";"0";"0.0";"130";"33.2"
"106";"Raphael Lessard";"2021";"03";"03_2021";"2021_03";"13";"28";"30";"7";"35";"22";"-5";"40";"45";"16";"40.0";"0";"23";"17.7";"0";"0.0";"130";"52.5"
"107";"Jesse Iwuji";"2021";"03";"03_2021";"2021_03";"37";"38";"31";"31";"38";"36";"3";"7";"4";"0";"0.0";"0";"0";"0.0";"0";"0.0";"129";"30.5"
"108";"Derek Kraus";"2021";"03";"03_2021";"2021_03";"8";"39";"32";"5";"40";"34";"-30";"11";"41";"5";"45.5";"1";"17";"13.5";"0";"0.0";"126";"56.4"
"109";"Norm Benning";"2021";"03";"03_2021";"2021_03";"35";"40";"33";"33";"40";"38";"-3";"5";"8";"0";"0.0";"0";"0";"0.0";"0";"0.0";"123";"26.8"
"110";"Tyler Ankrum";"2021";"03";"03_2021";"2021_03";"16";"6";"34";"6";"25";"12";"-16";"61";"77";"58";"95.1";"0";"117";"95.9";"0";"0.0";"122";"73.8"
"111";"Tyler Hill";"2021";"03";"03_2021";"2021_03";"25";"35";"35";"25";"36";"32";"-7";"15";"22";"0";"0.0";"0";"0";"0.0";"0";"0.0";"112";"35.8"
"112";"Cory Roper";"2021";"03";"03_2021";"2021_03";"27";"37";"36";"27";"40";"35";"2";"16";"14";"0";"0.0";"0";"0";"0.0";"0";"0.0";"111";"29.7"
"113";"Bret Holmes";"2021";"03";"03_2021";"2021_03";"38";"27";"37";"12";"38";"27";"7";"46";"39";"0";"0.0";"0";"3";"2.8";"0";"0.0";"106";"44.3"
"114";"Ryan Truex";"2021";"03";"03_2021";"2021_03";"24";"22";"38";"10";"36";"25";"-5";"44";"49";"9";"20.5";"0";"14";"13.6";"0";"0.0";"103";"49.5"
"115";"David Gilliland";"2021";"03";"03_2021";"2021_03";"14";"13";"39";"6";"22";"19";"10";"61";"51";"58";"95.1";"1";"88";"91.7";"0";"0.0";"96";"77.5"
"116";"Conor Daly";"2021";"03";"03_2021";"2021_03";"36";"15";"40";"9";"36";"32";"2";"30";"28";"2";"6.7";"0";"3";"4.4";"0";"0.0";"68";"48.5"
"117";"Kyle Busch";"2021";"04";"04_2021";"2021_04";"2";"1";"1";"1";"4";"1";"2";"10";"8";"10";"100.0";"37";"130";"100.0";"102";"78.5";"130";"150.0"
"118";"Austin Hill";"2021";"04";"04_2021";"2021_04";"6";"3";"2";"2";"19";"4";"10";"26";"16";"20";"76.9";"13";"128";"98.5";"0";"0.0";"130";"120.0"
"119";"John Hunter Nemechek";"2021";"04";"04_2021";"2021_04";"1";"2";"3";"1";"7";"2";"0";"13";"13";"12";"92.3";"19";"130";"100.0";"21";"16.2";"130";"122.5"
"120";"Johnny Sauter";"2021";"04";"04_2021";"2021_04";"13";"8";"4";"4";"34";"9";"28";"56";"28";"34";"60.7";"1";"115";"88.5";"0";"0.0";"130";"104.7"
"121";"Sheldon Creed";"2021";"04";"04_2021";"2021_04";"8";"7";"5";"4";"14";"6";"-2";"28";"30";"23";"82.1";"3";"130";"100.0";"0";"0.0";"130";"110.8"
"122";"Zane Smith";"2021";"04";"04_2021";"2021_04";"7";"6";"6";"4";"16";"6";"3";"31";"28";"22";"71.0";"3";"130";"100.0";"0";"0.0";"130";"108.5"
"123";"Ross Chastain";"2021";"04";"04_2021";"2021_04";"40";"5";"7";"2";"40";"9";"28";"63";"35";"25";"39.7";"2";"110";"84.6";"0";"0.0";"130";"99.5"
"124";"Matt Crafton";"2021";"04";"04_2021";"2021_04";"3";"13";"8";"1";"14";"7";"-11";"18";"29";"16";"88.9";"2";"130";"100.0";"3";"2.3";"130";"102.0"
"125";"Brett Moffitt";"2021";"04";"04_2021";"2021_04";"10";"12";"9";"5";"33";"12";"26";"58";"32";"20";"34.5";"3";"104";"80.0";"0";"0.0";"130";"90.3"
"126";"Stewart Friesen";"2021";"04";"04_2021";"2021_04";"4";"4";"10";"3";"26";"10";"16";"51";"35";"21";"41.2";"9";"93";"71.5";"0";"0.0";"130";"95.6"
"127";"Grant Enfinger";"2021";"04";"04_2021";"2021_04";"19";"15";"11";"8";"25";"11";"10";"52";"42";"33";"63.5";"0";"124";"95.4";"0";"0.0";"130";"90.3"
"128";"Carson Hocevar";"2021";"04";"04_2021";"2021_04";"17";"16";"12";"8";"26";"14";"10";"51";"41";"29";"56.9";"0";"111";"85.4";"0";"0.0";"130";"85.0"
"129";"Derek Kraus";"2021";"04";"04_2021";"2021_04";"29";"11";"13";"6";"30";"16";"55";"82";"27";"23";"28.0";"1";"59";"45.7";"0";"0.0";"129";"82.2"
"130";"Parker Kligerman";"2021";"04";"04_2021";"2021_04";"15";"24";"14";"6";"25";"14";"10";"52";"42";"25";"48.1";"0";"90";"69.8";"0";"0.0";"129";"80.7"
"131";"Ryan Truex";"2021";"04";"04_2021";"2021_04";"32";"23";"15";"10";"36";"19";"22";"61";"39";"11";"18.0";"1";"56";"43.4";"0";"0.0";"129";"74.8"
"132";"Ben Rhodes";"2021";"04";"04_2021";"2021_04";"5";"10";"16";"4";"26";"13";"-1";"49";"50";"20";"40.8";"0";"93";"72.1";"0";"0.0";"129";"83.2"
"133";"Todd Gilliland";"2021";"04";"04_2021";"2021_04";"9";"14";"17";"9";"35";"17";"-4";"41";"45";"10";"24.4";"0";"54";"41.9";"0";"0.0";"129";"73.5"
"134";"Tyler Ankrum";"2021";"04";"04_2021";"2021_04";"30";"9";"18";"9";"30";"19";"12";"52";"40";"7";"13.5";"1";"20";"15.5";"0";"0.0";"129";"70.2"
"135";"Tanner Gray";"2021";"04";"04_2021";"2021_04";"14";"18";"19";"11";"25";"17";"-22";"38";"60";"12";"31.6";"0";"41";"31.8";"0";"0.0";"129";"70.5"
"136";"Spencer Davis";"2021";"04";"04_2021";"2021_04";"39";"19";"20";"7";"39";"21";"12";"63";"51";"5";"7.9";"0";"3";"2.3";"0";"0.0";"129";"62.2"
"137";"Hailie Deegan";"2021";"04";"04_2021";"2021_04";"28";"22";"21";"2";"30";"24";"-7";"46";"53";"8";"17.4";"0";"5";"3.9";"0";"0.0";"129";"57.3"
"138";"Josh Berry";"2021";"04";"04_2021";"2021_04";"18";"21";"22";"1";"36";"23";"4";"57";"53";"8";"14.0";"0";"7";"5.4";"0";"0.0";"129";"57.2"
"139";"Austin Wayne Self";"2021";"04";"04_2021";"2021_04";"12";"20";"23";"9";"28";"21";"-10";"41";"51";"8";"19.5";"0";"26";"20.3";"0";"0.0";"128";"59.5"
"140";"Chase Purdy";"2021";"04";"04_2021";"2021_04";"26";"27";"24";"1";"30";"21";"-5";"54";"59";"9";"16.7";"0";"16";"12.5";"4";"3.1";"128";"59.3"
"141";"Jordan Anderson";"2021";"04";"04_2021";"2021_04";"24";"28";"25";"2";"33";"24";"-22";"60";"82";"8";"13.3";"0";"10";"7.8";"0";"0.0";"128";"51.0"
"142";"Tate Fogleman";"2021";"04";"04_2021";"2021_04";"22";"26";"26";"12";"34";"28";"-1";"49";"50";"5";"10.2";"1";"1";"0.8";"0";"0.0";"128";"49.5"
"143";"Cory Roper";"2021";"04";"04_2021";"2021_04";"34";"25";"27";"19";"36";"28";"-15";"37";"52";"0";"0.0";"0";"0";"0.0";"0";"0.0";"127";"45.5"
"144";"Danny Bohn";"2021";"04";"04_2021";"2021_04";"21";"30";"28";"17";"33";"28";"-15";"28";"43";"0";"0.0";"0";"0";"0.0";"0";"0.0";"127";"49.8"
"145";"Codie Rohrbaugh";"2021";"04";"04_2021";"2021_04";"20";"35";"29";"16";"35";"30";"-24";"29";"53";"0";"0.0";"0";"0";"0.0";"0";"0.0";"126";"40.3"
