"";"Driver";"year";"race";"raceID";"race_ID";"Start";"Mid Race";"Finish";"High Pos.";"Low Pos.";"Avg. Pos.";"Pass Diff.";"Green Flag Passes";"Green Flag Times Passed";"Quality Passes";"Pct. Quality Passes";"Fastest Lap";"Top 15 Laps";"Pct. Top 15 Laps";"Laps Led";"Pct. Laps Led";"Total Laps";"Driver Rating"
"1055";"Ryan Newman";"2021";"28";"28_2021";"2021_28";"24";"22";"20";"13";"30";"21";"-7";"90";"97";"3";"3.3";"0";"10";"2.5";"0";"0.0";"398";"60.0"
"1056";"Erik Jones";"2021";"28";"28_2021";"2021_28";"31";"23";"21";"12";"31";"21";"1";"87";"86";"0";"0.0";"1";"2";"0.5";"0";"0.0";"398";"61.9"
"1057";"Cole Custer";"2021";"28";"28_2021";"2021_28";"21";"20";"22";"7";"36";"23";"12";"132";"120";"9";"6.8";"8";"10";"2.5";"0";"0.0";"397";"49.9"
"1058";"Ricky Stenhouse, Jr.";"2021";"28";"28_2021";"2021_28";"23";"21";"23";"3";"26";"19";"-2";"109";"111";"12";"11.0";"5";"17";"4.3";"0";"0.0";"397";"64.6"
"1059";"Chris Buescher";"2021";"28";"28_2021";"2021_28";"18";"26";"24";"11";"31";"26";"-16";"90";"106";"2";"2.2";"1";"1";"0.3";"0";"0.0";"396";"46.9"
"1060";"Ryan Preece";"2021";"28";"28_2021";"2021_28";"20";"25";"25";"17";"31";"25";"10";"90";"80";"0";"0.0";"0";"0";"0.0";"0";"0.0";"396";"49.7"
"1061";"Anthony Alfredo";"2021";"28";"28_2021";"2021_28";"30";"29";"26";"5";"32";"28";"-5";"91";"96";"3";"3.3";"0";"2";"0.5";"0";"0.0";"396";"41.3"
"1062";"Justin Haley";"2021";"28";"28_2021";"2021_28";"29";"30";"27";"18";"33";"28";"-13";"70";"83";"0";"0.0";"0";"0";"0.0";"0";"0.0";"396";"41.5"
"1063";"Michael McDowell";"2021";"28";"28_2021";"2021_28";"16";"28";"28";"12";"31";"25";"-12";"80";"92";"3";"3.8";"3";"4";"1.0";"0";"0.0";"395";"56.6"
"1064";"Corey LaJoie";"2021";"28";"28_2021";"2021_28";"25";"27";"29";"4";"31";"25";"-16";"81";"97";"5";"6.2";"1";"5";"1.3";"0";"0.0";"395";"50.4"
"1065";"B.J. McLeod";"2021";"28";"28_2021";"2021_28";"32";"31";"30";"10";"35";"30";"-4";"60";"64";"2";"3.3";"0";"0";"0.0";"0";"0.0";"393";"37.0"
"1066";"Garrett Smithley";"2021";"28";"28_2021";"2021_28";"36";"33";"31";"30";"37";"33";"4";"28";"24";"0";"0.0";"0";"0";"0.0";"0";"0.0";"389";"30.5"
"1067";"Bubba Wallace";"2021";"28";"28_2021";"2021_28";"27";"19";"32";"9";"32";"26";"21";"91";"70";"3";"3.3";"3";"1";"0.3";"0";"0.0";"388";"41.6"
"1068";"Joey Gase";"2021";"28";"28_2021";"2021_28";"34";"36";"33";"33";"37";"35";"-4";"20";"24";"0";"0.0";"0";"0";"0.0";"0";"0.0";"387";"27.2"
"1069";"J.J. Yeley";"2021";"28";"28_2021";"2021_28";"37";"32";"34";"1";"37";"32";"-9";"32";"41";"0";"0.0";"0";"2";"0.5";"0";"0.0";"386";"29.7"
"1070";"Quin Houff";"2021";"28";"28_2021";"2021_28";"35";"34";"35";"30";"37";"35";"0";"21";"21";"0";"0.0";"0";"0";"0.0";"0";"0.0";"386";"28.5"
"1071";"Josh Bilicki";"2021";"28";"28_2021";"2021_28";"33";"35";"36";"28";"36";"35";"-8";"11";"19";"0";"0.0";"0";"0";"0.0";"0";"0.0";"385";"28.3"
"1072";"Kurt Busch";"2021";"28";"28_2021";"2021_28";"4";"37";"37";"1";"4";"33";"0";"3";"3";"3";"100.0";"2";"40";"100.0";"4";"10.0";"40";"40.4"
"1073";"Kyle Larson";"2021";"29";"29_2021";"2021_29";"5";"1";"1";"1";"14";"3";"9";"31";"22";"30";"96.8";"97";"500";"100.0";"175";"35.0";"500";"141.2"
"1074";"Kevin Harvick";"2021";"29";"29_2021";"2021_29";"8";"6";"2";"1";"14";"4";"1";"31";"30";"31";"100.0";"60";"500";"100.0";"71";"14.2";"500";"123.2"
"1075";"William Byron";"2021";"29";"29_2021";"2021_29";"14";"4";"3";"2";"18";"8";"21";"72";"51";"72";"100.0";"19";"500";"100.0";"0";"0.0";"500";"104.8"
"1076";"Ryan Blaney";"2021";"29";"29_2021";"2021_29";"7";"7";"4";"1";"15";"5";"20";"58";"38";"58";"100.0";"34";"500";"100.0";"45";"9.0";"500";"116.6"
"1077";"Alex Bowman";"2021";"29";"29_2021";"2021_29";"11";"15";"5";"4";"19";"10";"0";"40";"40";"39";"97.5";"14";"442";"88.4";"0";"0.0";"500";"93.2"
"1078";"Brad Keselowski";"2021";"29";"29_2021";"2021_29";"10";"3";"6";"1";"17";"7";"8";"57";"49";"56";"98.2";"28";"497";"99.4";"10";"2.0";"500";"104.7"
"1079";"Martin Truex, Jr.";"2021";"29";"29_2021";"2021_29";"1";"16";"7";"1";"16";"10";"-32";"41";"73";"41";"100.0";"24";"482";"96.4";"5";"1.0";"500";"93.1"
"1080";"Erik Jones";"2021";"29";"29_2021";"2021_29";"22";"13";"8";"2";"22";"14";"5";"83";"78";"48";"57.8";"13";"315";"63.0";"0";"0.0";"500";"86.4"
"1081";"Denny Hamlin";"2021";"29";"29_2021";"2021_29";"2";"2";"9";"1";"22";"5";"27";"44";"17";"33";"75.0";"50";"440";"88.0";"65";"13.0";"500";"113.9"
"1082";"Matt DiBenedetto";"2021";"29";"29_2021";"2021_29";"19";"19";"10";"5";"23";"17";"-4";"88";"92";"25";"28.4";"4";"146";"29.2";"0";"0.0";"500";"76.5"
"1083";"Joey Logano";"2021";"29";"29_2021";"2021_29";"3";"12";"11";"3";"25";"13";"1";"85";"84";"61";"71.8";"2";"333";"66.6";"0";"0.0";"500";"83.4"
"1084";"Tyler Reddick";"2021";"29";"29_2021";"2021_29";"13";"9";"12";"5";"27";"16";"10";"71";"61";"33";"46.5";"3";"250";"50.0";"0";"0.0";"500";"79.1"
"1085";"Chase Briscoe";"2021";"29";"29_2021";"2021_29";"20";"20";"13";"4";"24";"16";"-9";"65";"74";"21";"32.3";"2";"155";"31.0";"0";"0.0";"500";"75.9"
"1086";"Ross Chastain";"2021";"29";"29_2021";"2021_29";"17";"22";"14";"11";"23";"19";"-2";"81";"83";"13";"16.0";"2";"37";"7.4";"0";"0.0";"500";"69.3"
"1087";"Austin Dillon";"2021";"29";"29_2021";"2021_29";"18";"17";"15";"8";"22";"16";"1";"58";"57";"26";"44.8";"1";"252";"50.4";"0";"0.0";"500";"76.4"
"1088";"Bubba Wallace";"2021";"29";"29_2021";"2021_29";"28";"11";"16";"4";"28";"18";"1";"66";"65";"35";"53.0";"3";"246";"49.2";"0";"0.0";"500";"65.8"
"1089";"Ryan Preece";"2021";"29";"29_2021";"2021_29";"27";"18";"17";"5";"30";"21";"-2";"86";"88";"10";"11.6";"2";"44";"8.8";"0";"0.0";"500";"61.3"
"1090";"Aric Almirola";"2021";"29";"29_2021";"2021_29";"12";"23";"18";"3";"27";"14";"-11";"66";"77";"26";"39.4";"1";"332";"66.4";"0";"0.0";"500";"77.7"
"1091";"Kurt Busch";"2021";"29";"29_2021";"2021_29";"15";"21";"19";"14";"26";"21";"-8";"49";"57";"0";"0.0";"0";"0";"0.0";"0";"0.0";"500";"60.7"
"1092";"Ricky Stenhouse, Jr.";"2021";"29";"29_2021";"2021_29";"23";"14";"20";"7";"26";"18";"14";"80";"66";"32";"40.0";"1";"165";"33.1";"0";"0.0";"499";"66.4"
"1093";"Kyle Busch";"2021";"29";"29_2021";"2021_29";"9";"10";"21";"3";"26";"9";"-9";"57";"66";"49";"86.0";"13";"448";"89.8";"0";"0.0";"499";"87.2"
"1094";"Daniel Suarez";"2021";"29";"29_2021";"2021_29";"21";"27";"22";"21";"30";"26";"9";"46";"37";"0";"0.0";"0";"0";"0.0";"0";"0.0";"498";"52.0"
"1095";"Chris Buescher";"2021";"29";"29_2021";"2021_29";"25";"24";"23";"9";"30";"25";"-6";"61";"67";"0";"0.0";"1";"1";"0.2";"0";"0.0";"498";"49.2"
"1096";"Michael McDowell";"2021";"29";"29_2021";"2021_29";"16";"25";"24";"14";"26";"22";"-8";"49";"57";"3";"6.1";"2";"35";"7.0";"0";"0.0";"498";"56.4"
"1097";"Chase Elliott";"2021";"29";"29_2021";"2021_29";"4";"5";"25";"1";"26";"7";"1";"59";"58";"45";"76.3";"34";"418";"84.1";"129";"26.0";"497";"99.7"
"1098";"Corey LaJoie";"2021";"29";"29_2021";"2021_29";"31";"28";"26";"26";"32";"28";"2";"16";"14";"0";"0.0";"0";"0";"0.0";"0";"0.0";"497";"44.7"
"1099";"J.J. Yeley";"2021";"29";"29_2021";"2021_29";"35";"26";"27";"10";"36";"28";"3";"21";"18";"0";"0.0";"0";"1";"0.2";"0";"0.0";"495";"44.7"
"1100";"Cole Custer";"2021";"29";"29_2021";"2021_29";"26";"30";"28";"23";"35";"28";"0";"13";"13";"0";"0.0";"0";"0";"0.0";"0";"0.0";"494";"50.7"
"1101";"Christopher Bell";"2021";"29";"29_2021";"2021_29";"6";"8";"29";"1";"29";"9";"-20";"58";"78";"57";"98.3";"10";"461";"93.5";"0";"0.0";"493";"80.4"
"1102";"Garrett Smithley";"2021";"29";"29_2021";"2021_29";"36";"31";"30";"30";"36";"32";"-3";"9";"12";"0";"0.0";"0";"0";"0.0";"0";"0.0";"487";"36.5"
"1103";"Josh Bilicki";"2021";"29";"29_2021";"2021_29";"33";"32";"31";"30";"36";"33";"-4";"9";"13";"0";"0.0";"0";"0";"0.0";"0";"0.0";"482";"31.8"
"1104";"David Starr";"2021";"29";"29_2021";"2021_29";"38";"33";"32";"32";"38";"34";"-1";"1";"2";"0";"0.0";"0";"0";"0.0";"0";"0.0";"482";"29.8"
"1105";"James Davison";"2021";"29";"29_2021";"2021_29";"37";"34";"33";"33";"38";"36";"2";"3";"1";"0";"0.0";"0";"0";"0.0";"0";"0.0";"474";"27.5"
"1106";"Quin Houff";"2021";"29";"29_2021";"2021_29";"34";"29";"34";"29";"36";"32";"-1";"4";"5";"0";"0.0";"0";"0";"0.0";"0";"0.0";"375";"36.0"
"1107";"Anthony Alfredo";"2021";"29";"29_2021";"2021_29";"30";"35";"35";"27";"37";"34";"-3";"11";"14";"0";"0.0";"0";"0";"0.0";"0";"0.0";"313";"33.0"
"1108";"Justin Haley";"2021";"29";"29_2021";"2021_29";"29";"36";"36";"29";"35";"34";"0";"15";"15";"0";"0.0";"0";"0";"0.0";"0";"0.0";"216";"29.5"
"1109";"B.J. McLeod";"2021";"29";"29_2021";"2021_29";"32";"37";"37";"29";"32";"34";"-2";"19";"21";"0";"0.0";"0";"0";"0.0";"0";"0.0";"215";"31.7"
"1110";"Ryan Newman";"2021";"29";"29_2021";"2021_29";"24";"38";"38";"21";"38";"33";"-8";"7";"15";"0";"0.0";"0";"0";"0.0";"0";"0.0";"177";"39.3"
"1111";"Denny Hamlin";"2021";"30";"30_2021";"2021_30";"6";"2";"1";"1";"19";"2";"9";"46";"37";"43";"93.5";"32";"265";"99.3";"137";"51.3";"267";"140.4"
"1112";"Chase Elliott";"2021";"30";"30_2021";"2021_30";"11";"25";"2";"1";"25";"7";"-4";"76";"80";"54";"71.1";"29";"240";"89.9";"1";"0.4";"267";"119.1"
"1113";"Kyle Busch";"2021";"30";"30_2021";"2021_30";"10";"3";"3";"1";"19";"4";"15";"77";"62";"66";"85.7";"31";"261";"97.8";"2";"0.7";"267";"118.5"
"1114";"Martin Truex, Jr.";"2021";"30";"30_2021";"2021_30";"4";"8";"4";"1";"25";"9";"20";"83";"63";"53";"63.9";"3";"240";"89.9";"1";"0.4";"267";"99.1"
"1115";"Ryan Blaney";"2021";"30";"30_2021";"2021_30";"2";"4";"5";"1";"22";"7";"-4";"69";"73";"47";"68.1";"12";"246";"92.1";"8";"3.0";"267";"109.3"
"1116";"Tyler Reddick";"2021";"30";"30_2021";"2021_30";"13";"5";"6";"1";"14";"6";"6";"56";"50";"51";"91.1";"20";"267";"100.0";"5";"1.9";"267";"104.7"
"1117";"Brad Keselowski";"2021";"30";"30_2021";"2021_30";"8";"12";"7";"1";"21";"10";"3";"78";"75";"59";"75.6";"6";"254";"95.1";"4";"1.5";"267";"92.5"
"1118";"Kurt Busch";"2021";"30";"30_2021";"2021_30";"20";"9";"8";"2";"32";"12";"18";"86";"68";"51";"59.3";"1";"190";"71.2";"0";"0.0";"267";"85.4"
"1119";"Kevin Harvick";"2021";"30";"30_2021";"2021_30";"5";"11";"9";"3";"20";"9";"-2";"76";"78";"66";"86.8";"3";"261";"97.8";"0";"0.0";"267";"95.1"
"1120";"Kyle Larson";"2021";"30";"30_2021";"2021_30";"1";"1";"10";"1";"21";"7";"-8";"79";"87";"63";"79.7";"43";"231";"86.5";"95";"35.6";"267";"113.4"
"1121";"Joey Logano";"2021";"30";"30_2021";"2021_30";"9";"10";"11";"3";"32";"12";"15";"82";"67";"56";"68.3";"1";"217";"81.3";"0";"0.0";"267";"83.2"
"1122";"Matt DiBenedetto";"2021";"30";"30_2021";"2021_30";"14";"7";"12";"3";"24";"11";"-4";"81";"85";"48";"59.3";"3";"203";"76.0";"0";"0.0";"267";"88.4"
"1123";"Austin Dillon";"2021";"30";"30_2021";"2021_30";"15";"14";"13";"1";"23";"13";"5";"74";"69";"51";"68.9";"5";"198";"74.4";"7";"2.6";"266";"78.9"
"1124";"Chase Briscoe";"2021";"30";"30_2021";"2021_30";"19";"18";"14";"5";"25";"16";"2";"73";"71";"33";"45.2";"1";"137";"51.5";"0";"0.0";"266";"74.7"
"1125";"Daniel Suarez";"2021";"30";"30_2021";"2021_30";"26";"19";"15";"8";"33";"20";"4";"86";"82";"26";"30.2";"1";"88";"33.1";"0";"0.0";"266";"62.6"
"1126";"Bubba Wallace";"2021";"30";"30_2021";"2021_30";"21";"15";"16";"8";"25";"17";"-9";"77";"86";"24";"31.2";"0";"75";"28.2";"0";"0.0";"266";"68.5"
"1127";"Ricky Stenhouse, Jr.";"2021";"30";"30_2021";"2021_30";"22";"23";"17";"4";"31";"21";"5";"77";"72";"10";"13.0";"1";"16";"6.0";"0";"0.0";"266";"60.1"
"1128";"William Byron";"2021";"30";"30_2021";"2021_30";"3";"24";"18";"1";"31";"11";"15";"126";"111";"66";"52.4";"21";"175";"65.8";"7";"2.6";"266";"99.0"
"1129";"Aric Almirola";"2021";"30";"30_2021";"2021_30";"17";"16";"19";"8";"34";"20";"8";"74";"66";"7";"9.5";"0";"39";"14.7";"0";"0.0";"266";"60.5"
"1130";"Ryan Newman";"2021";"30";"30_2021";"2021_30";"29";"17";"20";"12";"29";"20";"1";"55";"54";"9";"16.4";"0";"15";"5.6";"0";"0.0";"266";"61.7"
"1131";"Michael McDowell";"2021";"30";"30_2021";"2021_30";"23";"22";"21";"7";"29";"21";"-8";"61";"69";"6";"9.8";"3";"14";"5.3";"0";"0.0";"266";"54.4"
"1132";"Alex Bowman";"2021";"30";"30_2021";"2021_30";"7";"6";"22";"3";"29";"14";"-22";"91";"113";"52";"57.1";"6";"170";"64.2";"0";"0.0";"265";"77.9"
"1133";"Ross Chastain";"2021";"30";"30_2021";"2021_30";"18";"21";"23";"11";"29";"21";"4";"78";"74";"16";"20.5";"3";"13";"4.9";"0";"0.0";"265";"63.4"
"1134";"Christopher Bell";"2021";"30";"30_2021";"2021_30";"12";"26";"24";"5";"33";"23";"8";"81";"73";"23";"28.4";"3";"40";"15.1";"0";"0.0";"265";"63.1"
"1135";"Chris Buescher";"2021";"30";"30_2021";"2021_30";"25";"13";"25";"12";"32";"23";"-14";"95";"109";"19";"20.0";"6";"47";"17.7";"0";"0.0";"265";"55.6"
"1136";"Erik Jones";"2021";"30";"30_2021";"2021_30";"16";"20";"26";"5";"30";"20";"-17";"79";"96";"35";"44.3";"3";"99";"37.4";"0";"0.0";"265";"66.7"
"1137";"Anthony Alfredo";"2021";"30";"30_2021";"2021_30";"32";"30";"27";"22";"32";"28";"1";"57";"56";"0";"0.0";"1";"0";"0.0";"0";"0.0";"265";"46.7"
"1138";"Ryan Preece";"2021";"30";"30_2021";"2021_30";"24";"28";"28";"18";"31";"26";"-9";"55";"64";"0";"0.0";"0";"0";"0.0";"0";"0.0";"265";"46.8"
"1139";"Cole Custer";"2021";"30";"30_2021";"2021_30";"28";"27";"29";"16";"30";"27";"-12";"51";"63";"0";"0.0";"2";"0";"0.0";"0";"0.0";"265";"42.1"
"1140";"Corey LaJoie";"2021";"30";"30_2021";"2021_30";"27";"29";"30";"25";"32";"29";"-5";"41";"46";"0";"0.0";"1";"0";"0.0";"0";"0.0";"264";"43.2"
"1141";"Cody Ware";"2021";"30";"30_2021";"2021_30";"35";"31";"31";"6";"36";"31";"-2";"10";"12";"0";"0.0";"0";"2";"0.8";"0";"0.0";"260";"37.5"
"1142";"Justin Haley";"2021";"30";"30_2021";"2021_30";"33";"32";"32";"9";"33";"32";"-1";"10";"11";"0";"0.0";"0";"1";"0.4";"0";"0.0";"260";"38.5"
"1143";"B.J. McLeod";"2021";"30";"30_2021";"2021_30";"34";"33";"33";"4";"34";"33";"-2";"6";"8";"0";"0.0";"0";"1";"0.4";"0";"0.0";"257";"34.2"
"1144";"Quin Houff";"2021";"30";"30_2021";"2021_30";"36";"36";"34";"34";"36";"35";"-2";"4";"6";"0";"0.0";"0";"0";"0.0";"0";"0.0";"255";"29.8"
"1145";"Garrett Smithley";"2021";"30";"30_2021";"2021_30";"30";"35";"35";"29";"35";"35";"-7";"6";"13";"0";"0.0";"0";"0";"0.0";"0";"0.0";"254";"31.0"
"1146";"Josh Bilicki";"2021";"30";"30_2021";"2021_30";"31";"34";"36";"31";"36";"35";"-7";"5";"12";"0";"0.0";"0";"0";"0.0";"0";"0.0";"252";"28.7"
"1147";"Joey Gase";"2021";"30";"30_2021";"2021_30";"37";"37";"37";"37";"38";"37";"0";"1";"1";"0";"0.0";"0";"0";"0.0";"0";"0.0";"84";"24.3"
"1148";"J.J. Yeley";"2021";"30";"30_2021";"2021_30";"38";"38";"38";"37";"38";"38";"-1";"2";"3";"0";"0.0";"0";"0";"0.0";"0";"0.0";"76";"24.2"
"1149";"Bubba Wallace";"2021";"31";"31_2021";"2021_31";"19";"13";"1";"1";"28";"15";"14";"325";"311";"126";"38.8";"2";"56";"47.9";"5";"4.3";"117";"104.7"
"1150";"Brad Keselowski";"2021";"31";"31_2021";"2021_31";"7";"3";"2";"1";"20";"6";"7";"229";"222";"216";"94.3";"1";"115";"98.3";"13";"11.1";"117";"112.5"
"1151";"Joey Logano";"2021";"31";"31_2021";"2021_31";"8";"2";"3";"1";"22";"6";"11";"221";"210";"192";"86.9";"1";"112";"95.7";"9";"7.7";"117";"108.9"
"1152";"Kurt Busch";"2021";"31";"31_2021";"2021_31";"14";"10";"4";"1";"36";"14";"-1";"283";"284";"165";"58.3";"8";"73";"62.4";"9";"7.7";"117";"104.6"
"1153";"Christopher Bell";"2021";"31";"31_2021";"2021_31";"12";"15";"5";"1";"27";"11";"-18";"281";"299";"138";"49.1";"2";"75";"64.1";"12";"10.3";"117";"104.0"
"1154";"Chris Buescher";"2021";"31";"31_2021";"2021_31";"24";"1";"6";"1";"30";"10";"17";"297";"280";"186";"62.6";"1";"93";"79.5";"7";"6.0";"117";"103.9"
"1155";"Denny Hamlin";"2021";"31";"31_2021";"2021_31";"1";"23";"7";"1";"38";"13";"-14";"227";"241";"158";"69.6";"4";"71";"60.7";"6";"5.1";"117";"90.9"
"1156";"Kevin Harvick";"2021";"31";"31_2021";"2021_31";"9";"4";"8";"1";"31";"6";"24";"212";"188";"172";"81.1";"0";"109";"93.2";"16";"13.7";"117";"116.1"
"1157";"Erik Jones";"2021";"31";"31_2021";"2021_31";"26";"20";"9";"1";"34";"15";"12";"329";"317";"166";"50.5";"1";"63";"53.8";"0";"0.0";"117";"90.4"
"1158";"Anthony Alfredo";"2021";"31";"31_2021";"2021_31";"30";"30";"10";"1";"37";"19";"44";"335";"291";"100";"29.9";"2";"40";"34.2";"1";"0.9";"117";"73.9"
"1159";"Austin Dillon";"2021";"31";"31_2021";"2021_31";"16";"28";"11";"1";"37";"18";"-8";"312";"320";"175";"56.1";"0";"53";"45.3";"0";"0.0";"117";"75.3"
"1160";"Martin Truex, Jr.";"2021";"31";"31_2021";"2021_31";"6";"17";"12";"1";"32";"14";"-17";"319";"336";"160";"50.2";"2";"63";"53.8";"2";"1.7";"117";"84.5"
"1161";"Cole Custer";"2021";"31";"31_2021";"2021_31";"28";"19";"13";"1";"34";"15";"22";"312";"290";"147";"47.1";"2";"62";"53.0";"7";"6.0";"117";"94.0"
"1162";"Chase Briscoe";"2021";"31";"31_2021";"2021_31";"17";"39";"14";"1";"39";"27";"22";"276";"254";"59";"21.4";"2";"14";"12.0";"0";"0.0";"117";"58.1"
"1163";"Ryan Blaney";"2021";"31";"31_2021";"2021_31";"4";"5";"15";"1";"24";"10";"-22";"227";"249";"148";"65.2";"0";"93";"79.5";"0";"0.0";"117";"94.8"
"1164";"Ricky Stenhouse, Jr.";"2021";"31";"31_2021";"2021_31";"21";"11";"16";"1";"36";"17";"41";"368";"327";"140";"38.0";"5";"51";"43.6";"10";"8.5";"117";"74.9"
"1165";"Michael McDowell";"2021";"31";"31_2021";"2021_31";"22";"35";"17";"4";"40";"25";"30";"259";"229";"65";"25.1";"5";"21";"17.9";"0";"0.0";"117";"57.4"
"1166";"Chase Elliott";"2021";"31";"31_2021";"2021_31";"3";"7";"18";"1";"27";"11";"8";"309";"301";"203";"65.7";"0";"89";"76.1";"0";"0.0";"117";"89.2"
"1167";"Quin Houff";"2021";"31";"31_2021";"2021_31";"35";"18";"19";"3";"38";"25";"35";"206";"171";"1";"0.5";"2";"2";"1.7";"0";"0.0";"117";"69.4"
"1168";"Justin Haley";"2021";"31";"31_2021";"2021_31";"38";"21";"20";"1";"38";"20";"-39";"221";"260";"66";"29.9";"4";"31";"26.5";"4";"3.4";"117";"64.3"
"1169";"Ryan Newman";"2021";"31";"31_2021";"2021_31";"25";"31";"21";"6";"40";"29";"-11";"82";"93";"0";"0.0";"1";"6";"5.1";"0";"0.0";"117";"46.5"
"1170";"Corey LaJoie";"2021";"31";"31_2021";"2021_31";"29";"14";"22";"1";"37";"23";"-13";"253";"266";"48";"19.0";"5";"28";"23.9";"0";"0.0";"117";"58.6"
"1171";"Daniel Suarez";"2021";"31";"31_2021";"2021_31";"18";"26";"23";"3";"37";"30";"-23";"79";"102";"5";"6.3";"2";"5";"4.3";"0";"0.0";"117";"45.3"
"1172";"Landon Cassill";"2021";"31";"31_2021";"2021_31";"40";"24";"24";"3";"40";"27";"-20";"122";"142";"1";"0.8";"0";"0";"0.0";"0";"0.0";"117";"48.8"
"1173";"Joey Gase";"2021";"31";"31_2021";"2021_31";"36";"29";"25";"8";"40";"29";"-22";"58";"80";"0";"0.0";"1";"8";"6.8";"0";"0.0";"117";"39.1"
"1174";"Aric Almirola";"2021";"31";"31_2021";"2021_31";"20";"22";"26";"2";"36";"24";"-33";"141";"174";"42";"29.8";"4";"16";"13.7";"0";"0.0";"117";"52.2"
"1175";"Kyle Busch";"2021";"31";"31_2021";"2021_31";"2";"16";"27";"1";"34";"17";"-46";"250";"296";"138";"55.2";"1";"63";"53.8";"4";"3.4";"117";"65.7"
"1176";"Cody Ware";"2021";"31";"31_2021";"2021_31";"31";"27";"28";"1";"38";"27";"-10";"124";"134";"10";"8.1";"1";"15";"12.8";"4";"3.4";"117";"44.4"
"1177";"Garrett Smithley";"2021";"31";"31_2021";"2021_31";"37";"38";"29";"2";"40";"35";"-14";"27";"41";"0";"0.0";"0";"2";"1.7";"0";"0.0";"117";"31.3"
"1178";"B.J. McLeod";"2021";"31";"31_2021";"2021_31";"32";"32";"30";"7";"36";"30";"-28";"61";"89";"0";"0.0";"2";"7";"6.0";"0";"0.0";"117";"37.1"
"1179";"Josh Bilicki";"2021";"31";"31_2021";"2021_31";"34";"36";"31";"1";"40";"34";"-21";"47";"68";"0";"0.0";"0";"1";"0.9";"0";"0.0";"117";"32.0"
"1180";"Ryan Preece";"2021";"31";"31_2021";"2021_31";"27";"33";"32";"3";"36";"23";"42";"313";"271";"66";"21.1";"5";"19";"16.4";"0";"0.0";"116";"58.6"
"1181";"Ross Chastain";"2021";"31";"31_2021";"2021_31";"23";"9";"33";"1";"36";"21";"23";"281";"258";"95";"33.8";"5";"41";"35.3";"0";"0.0";"116";"63.4"
"1182";"James Davison";"2021";"31";"31_2021";"2021_31";"39";"37";"34";"34";"40";"38";"-2";"13";"15";"0";"0.0";"2";"0";"0.0";"0";"0.0";"116";"29.6"
"1183";"Matt DiBenedetto";"2021";"31";"31_2021";"2021_31";"15";"25";"35";"1";"36";"26";"-20";"152";"172";"62";"40.8";"1";"20";"17.4";"2";"1.7";"115";"46.8"
"1184";"William Byron";"2021";"31";"31_2021";"2021_31";"10";"12";"36";"1";"31";"16";"-11";"343";"354";"158";"46.1";"3";"70";"60.9";"0";"0.0";"115";"64.3"
"1185";"Kyle Larson";"2021";"31";"31_2021";"2021_31";"5";"34";"37";"1";"39";"27";"-3";"188";"191";"82";"43.6";"3";"28";"24.8";"3";"2.7";"113";"60.8"
"1186";"Alex Bowman";"2021";"31";"31_2021";"2021_31";"11";"8";"38";"1";"28";"17";"11";"289";"278";"171";"59.2";"1";"61";"62.9";"1";"1.0";"97";"74.3"
"1187";"Tyler Reddick";"2021";"31";"31_2021";"2021_31";"13";"6";"39";"1";"35";"19";"6";"254";"248";"129";"50.8";"2";"59";"60.8";"2";"2.1";"97";"58.1"
"1188";"Justin Allgaier";"2021";"31";"31_2021";"2021_31";"33";"40";"40";"5";"40";"30";"12";"227";"215";"70";"30.8";"1";"20";"36.4";"0";"0.0";"55";"44.5"
"1189";"Kyle Larson";"2021";"32";"32_2021";"2021_32";"10";"31";"1";"1";"37";"11";"77";"116";"39";"39";"33.6";"16";"77";"70.6";"8";"7.3";"109";"117.6"
"1190";"Tyler Reddick";"2021";"32";"32_2021";"2021_32";"29";"6";"2";"2";"38";"10";"1";"89";"88";"40";"44.9";"13";"84";"77.1";"0";"0.0";"109";"120.2"
"1191";"Chris Buescher";"2021";"32";"32_2021";"2021_32";"16";"8";"3";"1";"34";"11";"-2";"72";"74";"34";"47.2";"2";"77";"70.6";"1";"0.9";"109";"104.9"
"1192";"Kyle Busch";"2021";"32";"32_2021";"2021_32";"9";"21";"4";"1";"26";"10";"15";"78";"63";"29";"37.2";"8";"78";"71.6";"22";"20.2";"109";"108.8"
"1193";"Denny Hamlin";"2021";"32";"32_2021";"2021_32";"1";"3";"5";"1";"29";"6";"-8";"51";"59";"28";"54.9";"12";"103";"94.5";"25";"22.9";"109";"121.1"
"1194";"Matt DiBenedetto";"2021";"32";"32_2021";"2021_32";"30";"10";"6";"2";"38";"17";"-14";"102";"116";"17";"16.7";"0";"51";"46.8";"0";"0.0";"109";"84.7"
"1195";"Joey Logano";"2021";"32";"32_2021";"2021_32";"3";"19";"7";"1";"35";"12";"44";"77";"33";"26";"33.8";"2";"74";"67.9";"4";"3.7";"109";"93.5"
"1196";"Christopher Bell";"2021";"32";"32_2021";"2021_32";"4";"12";"8";"4";"30";"16";"-45";"101";"146";"32";"31.7";"0";"48";"44.0";"0";"0.0";"109";"82.7"
"1197";"Ryan Blaney";"2021";"32";"32_2021";"2021_32";"6";"24";"9";"1";"26";"9";"41";"82";"41";"42";"51.2";"1";"93";"85.3";"10";"9.2";"109";"103.1"
