"";"Driver";"year";"race";"raceID";"race_ID";"Start";"Mid Race";"Finish";"High Pos.";"Low Pos.";"Avg. Pos.";"Pass Diff.";"Green Flag Passes";"Green Flag Times Passed";"Quality Passes";"Pct. Quality Passes";"Fastest Lap";"Top 15 Laps";"Pct. Top 15 Laps";"Laps Led";"Pct. Laps Led";"Total Laps";"Driver Rating"
"348";"Brad Keselowski";"2021";"10";"10_2021";"2021_10";"10";"8";"1";"1";"35";"8";"28";"324";"296";"229";"70.7";"5";"163";"85.3";"1";"0.5";"191";"117.9"
"349";"William Byron";"2021";"10";"10_2021";"2021_10";"4";"2";"2";"1";"30";"12";"11";"366";"355";"213";"58.2";"5";"117";"61.3";"12";"6.3";"191";"99.4"
"350";"Michael McDowell";"2021";"10";"10_2021";"2021_10";"23";"10";"3";"1";"27";"10";"30";"394";"364";"230";"58.4";"5";"148";"77.5";"0";"0.0";"191";"104.3"
"351";"Kevin Harvick";"2021";"10";"10_2021";"2021_10";"16";"30";"4";"1";"31";"12";"6";"319";"313";"253";"79.3";"4";"136";"71.2";"12";"6.3";"191";"94.1"
"352";"Matt DiBenedetto";"2021";"10";"10_2021";"2021_10";"13";"7";"5";"1";"32";"10";"2";"228";"226";"139";"61.0";"3";"142";"74.3";"28";"14.7";"191";"104.3"
"353";"Kaz Grala";"2021";"10";"10_2021";"2021_10";"38";"21";"6";"2";"38";"27";"8";"183";"175";"25";"13.7";"4";"16";"8.4";"0";"0.0";"191";"64.3"
"354";"Tyler Reddick";"2021";"10";"10_2021";"2021_10";"20";"19";"7";"2";"32";"16";"1";"355";"354";"167";"47.0";"1";"103";"53.9";"0";"0.0";"191";"77.6"
"355";"Austin Dillon";"2021";"10";"10_2021";"2021_10";"11";"5";"8";"2";"31";"15";"-4";"362";"366";"199";"55.0";"9";"112";"58.6";"0";"0.0";"191";"88.9"
"356";"Ryan Blaney";"2021";"10";"10_2021";"2021_10";"7";"16";"9";"1";"35";"9";"-11";"251";"262";"164";"65.3";"2";"140";"73.3";"11";"5.8";"191";"97.7"
"357";"Cole Custer";"2021";"10";"10_2021";"2021_10";"27";"9";"10";"1";"34";"13";"4";"367";"363";"233";"63.5";"0";"117";"61.3";"0";"0.0";"191";"89.7"
"358";"Chase Briscoe";"2021";"10";"10_2021";"2021_10";"25";"13";"11";"1";"35";"16";"27";"335";"308";"123";"36.7";"9";"97";"50.8";"1";"0.5";"191";"78.7"
"359";"Anthony Alfredo";"2021";"10";"10_2021";"2021_10";"30";"24";"12";"6";"35";"23";"-21";"223";"244";"20";"9.0";"5";"11";"5.8";"0";"0.0";"191";"61.1"
"360";"Ryan Newman";"2021";"10";"10_2021";"2021_10";"28";"23";"13";"1";"33";"25";"-23";"164";"187";"14";"8.5";"2";"17";"8.9";"2";"1.0";"191";"60.1"
"361";"Ryan Preece";"2021";"10";"10_2021";"2021_10";"29";"1";"14";"1";"36";"14";"43";"372";"329";"197";"53.0";"5";"110";"57.6";"9";"4.7";"191";"93.3"
"362";"Aric Almirola";"2021";"10";"10_2021";"2021_10";"14";"18";"15";"1";"38";"18";"-15";"190";"205";"66";"34.7";"5";"64";"33.5";"16";"8.4";"191";"71.5"
"363";"Ross Chastain";"2021";"10";"10_2021";"2021_10";"18";"32";"16";"1";"37";"14";"-7";"339";"346";"227";"67.0";"4";"121";"63.4";"12";"6.3";"191";"79.1"
"364";"Christopher Bell";"2021";"10";"10_2021";"2021_10";"6";"14";"17";"1";"39";"10";"11";"408";"397";"268";"65.7";"5";"168";"88.0";"2";"1.0";"191";"92.7"
"365";"Kyle Busch";"2021";"10";"10_2021";"2021_10";"9";"11";"18";"1";"25";"9";"-8";"399";"407";"282";"70.7";"2";"169";"88.5";"6";"3.1";"191";"93.4"
"366";"Bubba Wallace";"2021";"10";"10_2021";"2021_10";"24";"12";"19";"1";"36";"12";"58";"393";"335";"237";"60.3";"7";"140";"73.3";"16";"8.4";"191";"92.9"
"367";"Harrison Burton";"2021";"10";"10_2021";"2021_10";"39";"17";"20";"6";"40";"21";"0";"264";"264";"64";"24.2";"2";"44";"23.0";"0";"0.0";"191";"58.4"
"368";"Chris Buescher";"2021";"10";"10_2021";"2021_10";"21";"31";"21";"2";"32";"12";"-15";"353";"368";"229";"64.9";"4";"138";"72.3";"0";"0.0";"191";"80.3"
"369";"Corey LaJoie";"2021";"10";"10_2021";"2021_10";"26";"22";"22";"2";"39";"27";"2";"153";"151";"5";"3.3";"1";"7";"3.7";"0";"0.0";"191";"49.1"
"370";"Daniel Suarez";"2021";"10";"10_2021";"2021_10";"19";"33";"23";"2";"39";"28";"-9";"125";"134";"32";"25.6";"7";"14";"7.3";"0";"0.0";"191";"51.3"
"371";"Chase Elliott";"2021";"10";"10_2021";"2021_10";"8";"25";"24";"1";"36";"18";"3";"373";"370";"211";"56.6";"5";"74";"38.7";"3";"1.6";"191";"61.8"
"372";"B.J. McLeod";"2021";"10";"10_2021";"2021_10";"31";"27";"25";"4";"38";"28";"-16";"133";"149";"2";"1.5";"1";"7";"3.7";"0";"0.0";"191";"43.3"
"373";"J.J. Yeley";"2021";"10";"10_2021";"2021_10";"37";"26";"26";"3";"38";"26";"-25";"138";"163";"3";"2.2";"1";"9";"4.7";"0";"0.0";"191";"46.5"
"374";"Erik Jones";"2021";"10";"10_2021";"2021_10";"22";"6";"27";"1";"37";"20";"-19";"216";"235";"88";"40.7";"10";"74";"38.9";"7";"3.7";"190";"62.0"
"375";"Cody Ware";"2021";"10";"10_2021";"2021_10";"33";"34";"28";"15";"38";"30";"-15";"138";"153";"0";"0.0";"2";"1";"0.5";"0";"0.0";"190";"37.7"
"376";"Timmy Hill";"2021";"10";"10_2021";"2021_10";"40";"29";"29";"8";"40";"31";"-7";"110";"117";"0";"0.0";"3";"2";"1.1";"0";"0.0";"190";"35.7"
"377";"Justin Haley";"2021";"10";"10_2021";"2021_10";"34";"36";"30";"6";"37";"32";"-20";"66";"86";"0";"0.0";"1";"2";"1.1";"0";"0.0";"190";"37.0"
"378";"Martin Truex, Jr.";"2021";"10";"10_2021";"2021_10";"3";"15";"31";"2";"38";"16";"41";"396";"355";"198";"50.0";"6";"104";"55.0";"0";"0.0";"189";"71.1"
"379";"Denny Hamlin";"2021";"10";"10_2021";"2021_10";"1";"35";"32";"1";"36";"20";"-1";"165";"166";"106";"64.2";"4";"85";"45.2";"43";"22.9";"188";"90.1"
"380";"Ricky Stenhouse, Jr.";"2021";"10";"10_2021";"2021_10";"17";"20";"33";"2";"36";"23";"36";"288";"252";"97";"33.7";"6";"31";"16.7";"0";"0.0";"186";"53.9"
"381";"Joey Gase";"2021";"10";"10_2021";"2021_10";"35";"37";"34";"21";"39";"35";"-18";"25";"43";"0";"0.0";"0";"0";"0.0";"0";"0.0";"186";"30.0"
"382";"Kurt Busch";"2021";"10";"10_2021";"2021_10";"15";"3";"35";"2";"37";"25";"-3";"252";"255";"138";"54.8";"8";"50";"27.0";"0";"0.0";"185";"64.6"
"383";"Josh Bilicki";"2021";"10";"10_2021";"2021_10";"36";"38";"36";"31";"39";"38";"-12";"8";"20";"0";"0.0";"2";"0";"0.0";"0";"0.0";"180";"27.6"
"384";"Quin Houff";"2021";"10";"10_2021";"2021_10";"32";"28";"37";"4";"39";"26";"-52";"165";"217";"1";"0.6";"2";"5";"3.0";"0";"0.0";"168";"41.6"
"385";"Alex Bowman";"2021";"10";"10_2021";"2021_10";"5";"4";"38";"1";"34";"23";"-9";"286";"295";"172";"60.1";"2";"74";"60.2";"0";"0.0";"123";"73.0"
"386";"Joey Logano";"2021";"10";"10_2021";"2021_10";"2";"39";"39";"1";"31";"29";"13";"109";"96";"97";"89.0";"0";"53";"89.8";"10";"16.9";"59";"73.9"
"387";"Kyle Larson";"2021";"10";"10_2021";"2021_10";"12";"40";"40";"12";"40";"40";"-31";"3";"34";"2";"66.7";"0";"0";"0.0";"0";"0.0";"3";"23.2"
"388";"Kyle Busch";"2021";"11";"11_2021";"2021_11";"9";"7";"1";"1";"14";"4";"10";"56";"46";"46";"82.1";"22";"267";"100.0";"20";"7.5";"267";"126.8"
"389";"Kevin Harvick";"2021";"11";"11_2021";"2021_11";"4";"12";"2";"2";"21";"7";"17";"86";"69";"58";"67.4";"2";"250";"93.6";"0";"0.0";"267";"110.2"
"390";"Brad Keselowski";"2021";"11";"11_2021";"2021_11";"1";"8";"3";"1";"15";"4";"4";"66";"62";"53";"80.3";"18";"267";"100.0";"72";"27.0";"267";"121.7"
"391";"Matt DiBenedetto";"2021";"11";"11_2021";"2021_11";"5";"17";"4";"3";"23";"12";"-4";"102";"106";"63";"61.8";"0";"219";"82.0";"0";"0.0";"267";"91.0"
"392";"Chase Elliott";"2021";"11";"11_2021";"2021_11";"17";"10";"5";"3";"21";"9";"11";"106";"95";"77";"72.6";"5";"256";"95.9";"0";"0.0";"267";"103.1"
"393";"Martin Truex, Jr.";"2021";"11";"11_2021";"2021_11";"15";"11";"6";"2";"25";"9";"3";"95";"92";"60";"63.2";"2";"266";"99.6";"0";"0.0";"267";"93.8"
"394";"Tyler Reddick";"2021";"11";"11_2021";"2021_11";"11";"14";"7";"2";"24";"10";"-6";"86";"92";"62";"72.1";"12";"236";"88.4";"0";"0.0";"267";"97.9"
"395";"Chris Buescher";"2021";"11";"11_2021";"2021_11";"16";"23";"8";"1";"25";"17";"-11";"79";"90";"24";"30.4";"1";"53";"19.9";"13";"4.9";"267";"79.4"
"396";"William Byron";"2021";"11";"11_2021";"2021_11";"2";"18";"9";"1";"27";"10";"0";"98";"98";"53";"54.1";"17";"199";"74.5";"0";"0.0";"267";"98.0"
"397";"Austin Dillon";"2021";"11";"11_2021";"2021_11";"6";"19";"10";"5";"29";"13";"8";"107";"99";"61";"57.0";"1";"210";"78.7";"0";"0.0";"267";"85.2"
"398";"Daniel Suarez";"2021";"11";"11_2021";"2021_11";"21";"4";"11";"2";"30";"20";"-3";"127";"130";"27";"21.3";"1";"48";"18.0";"0";"0.0";"267";"68.4"
"399";"Denny Hamlin";"2021";"11";"11_2021";"2021_11";"20";"9";"12";"1";"29";"8";"15";"96";"81";"58";"60.4";"24";"233";"87.3";"7";"2.6";"267";"106.8"
"400";"Michael McDowell";"2021";"11";"11_2021";"2021_11";"3";"5";"13";"3";"33";"21";"-21";"102";"123";"16";"15.7";"0";"44";"16.5";"0";"0.0";"267";"64.3"
"401";"Ross Chastain";"2021";"11";"11_2021";"2021_11";"24";"21";"14";"3";"31";"16";"25";"140";"115";"32";"22.9";"0";"102";"38.2";"0";"0.0";"267";"78.7"
"402";"Kurt Busch";"2021";"11";"11_2021";"2021_11";"28";"16";"15";"6";"28";"13";"0";"99";"99";"44";"44.4";"1";"218";"81.6";"0";"0.0";"267";"81.7"
"403";"Ryan Newman";"2021";"11";"11_2021";"2021_11";"14";"31";"16";"11";"33";"28";"-2";"64";"66";"3";"4.7";"4";"3";"1.1";"0";"0.0";"267";"62.0"
"404";"Joey Logano";"2021";"11";"11_2021";"2021_11";"29";"20";"17";"3";"29";"17";"2";"109";"107";"24";"22.0";"0";"64";"24.0";"0";"0.0";"267";"71.8"
"405";"Alex Bowman";"2021";"11";"11_2021";"2021_11";"25";"24";"18";"12";"31";"21";"10";"104";"94";"6";"5.8";"1";"24";"9.0";"0";"0.0";"267";"66.2"
"406";"Kyle Larson";"2021";"11";"11_2021";"2021_11";"32";"3";"19";"1";"32";"3";"11";"61";"50";"43";"70.5";"67";"261";"97.8";"132";"49.4";"267";"126.8"
"407";"Chase Briscoe";"2021";"11";"11_2021";"2021_11";"19";"26";"20";"7";"33";"25";"6";"103";"97";"5";"4.9";"0";"3";"1.1";"0";"0.0";"267";"55.3"
"408";"Ryan Blaney";"2021";"11";"11_2021";"2021_11";"7";"13";"21";"2";"28";"8";"-18";"82";"100";"56";"68.3";"16";"262";"98.1";"0";"0.0";"267";"94.7"
"409";"Austin Cindric";"2021";"11";"11_2021";"2021_11";"38";"22";"22";"10";"38";"19";"15";"94";"79";"27";"28.7";"0";"88";"33.0";"0";"0.0";"267";"67.3"
"410";"Anthony Alfredo";"2021";"11";"11_2021";"2021_11";"22";"2";"23";"2";"33";"24";"1";"112";"111";"9";"8.0";"1";"26";"9.8";"0";"0.0";"266";"51.6"
"411";"Cole Custer";"2021";"11";"11_2021";"2021_11";"10";"6";"24";"5";"31";"24";"-20";"84";"104";"13";"15.5";"0";"27";"10.2";"0";"0.0";"266";"53.0"
"412";"Erik Jones";"2021";"11";"11_2021";"2021_11";"27";"25";"25";"2";"35";"26";"9";"113";"104";"7";"6.2";"0";"6";"2.3";"0";"0.0";"266";"48.0"
"413";"Bubba Wallace";"2021";"11";"11_2021";"2021_11";"13";"28";"26";"9";"31";"22";"-23";"73";"96";"17";"23.3";"3";"87";"32.7";"0";"0.0";"266";"67.1"
"414";"Corey LaJoie";"2021";"11";"11_2021";"2021_11";"26";"29";"27";"14";"32";"26";"-1";"85";"86";"0";"0.0";"0";"1";"0.4";"0";"0.0";"265";"47.3"
"415";"Christopher Bell";"2021";"11";"11_2021";"2021_11";"8";"15";"28";"3";"28";"11";"3";"103";"100";"68";"66.0";"19";"241";"90.9";"0";"0.0";"265";"80.1"
"416";"Aric Almirola";"2021";"11";"11_2021";"2021_11";"18";"27";"29";"17";"32";"25";"-6";"84";"90";"0";"0.0";"0";"0";"0.0";"0";"0.0";"264";"53.5"
"417";"Justin Haley";"2021";"11";"11_2021";"2021_11";"31";"32";"30";"10";"35";"32";"-3";"13";"16";"0";"0.0";"0";"1";"0.4";"0";"0.0";"263";"39.5"
"418";"B.J. McLeod";"2021";"11";"11_2021";"2021_11";"30";"33";"31";"29";"33";"33";"-8";"5";"13";"0";"0.0";"0";"0";"0.0";"0";"0.0";"260";"36.8"
"419";"Ryan Preece";"2021";"11";"11_2021";"2021_11";"12";"30";"32";"12";"33";"27";"-9";"86";"95";"0";"0.0";"2";"3";"1.2";"0";"0.0";"259";"42.8"
"420";"Garrett Smithley";"2021";"11";"11_2021";"2021_11";"36";"34";"33";"33";"37";"34";"3";"14";"11";"0";"0.0";"0";"0";"0.0";"0";"0.0";"259";"35.2"
"421";"Ricky Stenhouse, Jr.";"2021";"11";"11_2021";"2021_11";"23";"1";"34";"1";"29";"19";"1";"107";"106";"17";"15.9";"1";"40";"15.5";"23";"8.9";"258";"58.2"
"422";"Joey Gase";"2021";"11";"11_2021";"2021_11";"35";"35";"35";"35";"38";"36";"-3";"6";"9";"0";"0.0";"0";"0";"0.0";"0";"0.0";"258";"29.0"
"423";"Cody Ware";"2021";"11";"11_2021";"2021_11";"33";"36";"36";"31";"38";"35";"-3";"15";"18";"0";"0.0";"0";"0";"0.0";"0";"0.0";"257";"31.5"
"424";"Quin Houff";"2021";"11";"11_2021";"2021_11";"34";"37";"37";"32";"38";"36";"-8";"7";"15";"0";"0.0";"0";"0";"0.0";"0";"0.0";"256";"28.3"
"425";"Matt Mills";"2021";"11";"11_2021";"2021_11";"39";"38";"38";"37";"39";"38";"2";"5";"3";"0";"0.0";"0";"0";"0.0";"0";"0.0";"255";"24.2"
"426";"Josh Bilicki";"2021";"11";"11_2021";"2021_11";"37";"39";"39";"35";"39";"39";"-4";"5";"9";"0";"0.0";"0";"0";"0.0";"0";"0.0";"250";"24.3"
"427";"Martin Truex, Jr.";"2021";"12";"12_2021";"2021_12";"4";"4";"1";"1";"20";"1";"5";"37";"32";"23";"62.2";"62";"292";"99.7";"248";"84.6";"293";"150.0"
"428";"Kyle Larson";"2021";"12";"12_2021";"2021_12";"14";"12";"2";"2";"27";"7";"27";"105";"78";"58";"55.2";"11";"277";"94.5";"0";"0.0";"293";"112.6"
"429";"Kyle Busch";"2021";"12";"12_2021";"2021_12";"3";"7";"3";"1";"36";"8";"27";"89";"62";"27";"30.3";"17";"224";"76.5";"9";"3.1";"293";"107.3"
"430";"William Byron";"2021";"12";"12_2021";"2021_12";"5";"5";"4";"2";"27";"6";"1";"80";"79";"42";"52.5";"3";"288";"98.3";"0";"0.0";"293";"111.5"
"431";"Denny Hamlin";"2021";"12";"12_2021";"2021_12";"7";"6";"5";"1";"20";"4";"0";"79";"79";"49";"62.0";"13";"292";"99.7";"5";"1.7";"293";"116.2"
"432";"Kevin Harvick";"2021";"12";"12_2021";"2021_12";"2";"1";"6";"1";"31";"8";"-2";"93";"95";"45";"48.4";"9";"286";"97.6";"10";"3.4";"293";"97.3"
"433";"Chase Elliott";"2021";"12";"12_2021";"2021_12";"6";"13";"7";"4";"32";"11";"25";"116";"91";"54";"46.6";"3";"256";"87.4";"0";"0.0";"293";"91.0"
"434";"Ryan Blaney";"2021";"12";"12_2021";"2021_12";"16";"8";"8";"2";"26";"8";"4";"88";"84";"48";"54.5";"5";"286";"97.6";"0";"0.0";"293";"97.2"
"435";"Chris Buescher";"2021";"12";"12_2021";"2021_12";"11";"3";"9";"1";"25";"12";"-4";"97";"101";"57";"58.8";"6";"279";"95.2";"1";"0.3";"293";"85.5"
"436";"Ryan Newman";"2021";"12";"12_2021";"2021_12";"20";"15";"10";"7";"30";"14";"6";"114";"108";"52";"45.6";"0";"225";"77.1";"0";"0.0";"292";"75.7"
"437";"Chase Briscoe";"2021";"12";"12_2021";"2021_12";"22";"14";"11";"2";"34";"15";"-3";"89";"92";"29";"32.6";"0";"185";"63.4";"0";"0.0";"292";"77.2"
"438";"Tyler Reddick";"2021";"12";"12_2021";"2021_12";"10";"9";"12";"1";"15";"7";"-1";"88";"89";"53";"60.2";"11";"293";"100.3";"2";"0.7";"292";"93.8"
"439";"Joey Logano";"2021";"12";"12_2021";"2021_12";"12";"10";"13";"1";"24";"6";"-5";"104";"109";"51";"49.0";"6";"292";"100.0";"0";"0.0";"292";"104.9"
"440";"Christopher Bell";"2021";"12";"12_2021";"2021_12";"21";"2";"14";"1";"28";"11";"7";"104";"97";"57";"54.8";"9";"223";"76.4";"3";"1.0";"292";"85.8"
"441";"Ross Chastain";"2021";"12";"12_2021";"2021_12";"18";"23";"15";"1";"28";"15";"-1";"62";"63";"25";"40.3";"0";"131";"45.0";"10";"3.4";"291";"75.9"
"442";"Austin Dillon";"2021";"12";"12_2021";"2021_12";"9";"24";"16";"7";"34";"18";"-12";"75";"87";"10";"13.3";"0";"53";"18.2";"0";"0.0";"291";"69.8"
"443";"Alex Bowman";"2021";"12";"12_2021";"2021_12";"19";"11";"17";"2";"29";"14";"1";"111";"110";"50";"45.0";"3";"193";"66.3";"0";"0.0";"291";"74.0"
"444";"Erik Jones";"2021";"12";"12_2021";"2021_12";"26";"18";"18";"4";"27";"17";"1";"92";"91";"23";"25.0";"20";"102";"35.1";"0";"0.0";"291";"65.6"
"445";"Matt DiBenedetto";"2021";"12";"12_2021";"2021_12";"8";"19";"19";"5";"31";"15";"-12";"75";"87";"22";"29.3";"0";"108";"37.2";"0";"0.0";"290";"69.7"
"446";"Ricky Stenhouse, Jr.";"2021";"12";"12_2021";"2021_12";"28";"16";"20";"15";"36";"23";"22";"119";"97";"3";"2.5";"11";"0";"0.0";"0";"0.0";"290";"55.9"
"447";"Bubba Wallace";"2021";"12";"12_2021";"2021_12";"23";"26";"21";"5";"34";"22";"26";"116";"90";"6";"5.2";"5";"3";"1.0";"0";"0.0";"290";"59.9"
"448";"Corey LaJoie";"2021";"12";"12_2021";"2021_12";"30";"21";"22";"12";"36";"23";"10";"108";"98";"5";"4.6";"0";"1";"0.3";"0";"0.0";"290";"53.7"
"449";"Daniel Suarez";"2021";"12";"12_2021";"2021_12";"15";"22";"23";"3";"31";"23";"-3";"86";"89";"10";"11.6";"0";"21";"7.2";"0";"0.0";"290";"55.7"
"450";"Brad Keselowski";"2021";"12";"12_2021";"2021_12";"1";"27";"24";"1";"35";"20";"-34";"92";"126";"4";"4.3";"28";"34";"11.7";"4";"1.4";"290";"64.4"
"451";"Ryan Preece";"2021";"12";"12_2021";"2021_12";"29";"25";"25";"19";"35";"24";"-5";"78";"83";"0";"0.0";"0";"0";"0.0";"0";"0.0";"290";"52.3"
"452";"Anthony Alfredo";"2021";"12";"12_2021";"2021_12";"25";"20";"26";"5";"34";"27";"-19";"88";"107";"7";"8.0";"0";"4";"1.4";"0";"0.0";"289";"45.2"
"453";"Michael McDowell";"2021";"12";"12_2021";"2021_12";"13";"17";"27";"7";"36";"25";"-2";"89";"91";"2";"2.2";"13";"8";"2.8";"0";"0.0";"288";"52.2"
"454";"Justin Haley";"2021";"12";"12_2021";"2021_12";"31";"28";"28";"6";"36";"28";"-6";"69";"75";"5";"7.2";"3";"2";"0.7";"0";"0.0";"288";"38.4"
"455";"J.J. Yeley";"2021";"12";"12_2021";"2021_12";"34";"29";"29";"4";"36";"29";"-16";"57";"73";"7";"12.3";"0";"4";"1.4";"0";"0.0";"286";"40.2"
"456";"Quin Houff";"2021";"12";"12_2021";"2021_12";"35";"30";"30";"8";"36";"31";"-10";"44";"54";"0";"0.0";"0";"1";"0.3";"0";"0.0";"286";"35.5"
"457";"James Davison";"2021";"12";"12_2021";"2021_12";"36";"32";"31";"9";"37";"32";"-5";"46";"51";"0";"0.0";"0";"1";"0.3";"0";"0.0";"286";"30.5"
"458";"B.J. McLeod";"2021";"12";"12_2021";"2021_12";"32";"31";"32";"18";"36";"31";"-12";"45";"57";"0";"0.0";"0";"0";"0.0";"0";"0.0";"285";"35.2"
"459";"Josh Bilicki";"2021";"12";"12_2021";"2021_12";"37";"34";"33";"15";"37";"33";"-11";"42";"53";"1";"2.4";"0";"0";"0.0";"0";"0.0";"245";"29.0"
"460";"Cody Ware";"2021";"12";"12_2021";"2021_12";"33";"33";"34";"1";"36";"33";"-5";"54";"59";"5";"9.3";"0";"4";"2.1";"1";"0.5";"188";"32.7"
"461";"Kurt Busch";"2021";"12";"12_2021";"2021_12";"17";"35";"35";"2";"35";"30";"13";"59";"46";"9";"15.3";"5";"9";"8.5";"0";"0.0";"106";"41.1"
"462";"Cole Custer";"2021";"12";"12_2021";"2021_12";"24";"36";"36";"13";"36";"31";"-8";"41";"49";"6";"14.6";"6";"18";"18.6";"0";"0.0";"97";"42.6"
"463";"Aric Almirola";"2021";"12";"12_2021";"2021_12";"27";"37";"37";"26";"31";"37";"1";"8";"7";"0";"0.0";"0";"0";"0.0";"0";"0.0";"5";"24.7"
"464";"Alex Bowman";"2021";"13";"13_2021";"2021_13";"16";"5";"1";"1";"16";"6";"13";"19";"6";"18";"94.7";"61";"400";"100.0";"98";"24.5";"400";"122.6"
"465";"Kyle Larson";"2021";"13";"13_2021";"2021_13";"4";"1";"2";"1";"14";"1";"2";"3";"1";"3";"100.0";"122";"400";"100.0";"263";"65.8";"400";"144.7"
"466";"Chase Elliott";"2021";"13";"13_2021";"2021_13";"8";"2";"3";"2";"30";"6";"22";"30";"8";"12";"40.0";"59";"363";"90.8";"0";"0.0";"400";"117.0"
"467";"William Byron";"2021";"13";"13_2021";"2021_13";"3";"3";"4";"1";"14";"4";"5";"18";"13";"18";"100.0";"26";"400";"100.0";"21";"5.2";"400";"117.7"
"468";"Joey Logano";"2021";"13";"13_2021";"2021_13";"9";"12";"5";"2";"19";"9";"8";"31";"23";"27";"87.1";"11";"383";"95.8";"0";"0.0";"400";"100.9"
"469";"Kevin Harvick";"2021";"13";"13_2021";"2021_13";"5";"6";"6";"2";"15";"5";"2";"12";"10";"12";"100.0";"11";"400";"100.0";"0";"0.0";"400";"109.7"
"470";"Denny Hamlin";"2021";"13";"13_2021";"2021_13";"2";"4";"7";"1";"10";"6";"-2";"17";"19";"17";"100.0";"10";"400";"100.0";"2";"0.5";"400";"106.2"
"471";"Tyler Reddick";"2021";"13";"13_2021";"2021_13";"12";"11";"8";"6";"26";"13";"12";"29";"17";"17";"58.6";"1";"261";"65.2";"0";"0.0";"400";"87.1"
"472";"Daniel Suarez";"2021";"13";"13_2021";"2021_13";"24";"15";"9";"5";"24";"14";"1";"23";"22";"11";"47.8";"1";"230";"57.5";"0";"0.0";"400";"80.4"
"473";"Cole Custer";"2021";"13";"13_2021";"2021_13";"30";"18";"10";"7";"30";"18";"10";"42";"32";"8";"19.0";"2";"80";"20.0";"0";"0.0";"400";"69.4"
"474";"Bubba Wallace";"2021";"13";"13_2021";"2021_13";"22";"17";"11";"7";"22";"15";"-4";"18";"22";"8";"44.4";"2";"208";"52.0";"0";"0.0";"400";"75.1"
"475";"Ryan Blaney";"2021";"13";"13_2021";"2021_13";"7";"19";"12";"2";"19";"9";"7";"16";"9";"12";"75.0";"4";"329";"82.2";"0";"0.0";"400";"94.7"
"476";"Kurt Busch";"2021";"13";"13_2021";"2021_13";"28";"7";"13";"5";"28";"12";"11";"28";"17";"15";"53.6";"11";"339";"84.8";"0";"0.0";"400";"85.5"
"477";"Austin Dillon";"2021";"13";"13_2021";"2021_13";"14";"9";"14";"7";"19";"11";"-5";"24";"29";"24";"100.0";"3";"380";"95.0";"0";"0.0";"400";"87.6"
"478";"Ross Chastain";"2021";"13";"13_2021";"2021_13";"19";"16";"15";"10";"28";"14";"10";"33";"23";"14";"42.4";"2";"277";"69.2";"0";"0.0";"400";"76.8"
"479";"Brad Keselowski";"2021";"13";"13_2021";"2021_13";"15";"8";"16";"3";"18";"11";"1";"15";"14";"14";"93.3";"1";"311";"77.8";"0";"0.0";"400";"85.6"
"480";"Chris Buescher";"2021";"13";"13_2021";"2021_13";"10";"14";"17";"5";"19";"13";"-19";"12";"31";"11";"91.7";"1";"245";"61.2";"0";"0.0";"400";"75.2"
"481";"Ryan Preece";"2021";"13";"13_2021";"2021_13";"25";"21";"18";"18";"29";"22";"-1";"9";"10";"0";"0.0";"0";"0";"0.0";"0";"0.0";"399";"56.2"
"482";"Martin Truex, Jr.";"2021";"13";"13_2021";"2021_13";"1";"13";"19";"1";"19";"13";"-10";"19";"29";"15";"78.9";"8";"296";"74.2";"16";"4.0";"399";"77.1"
"483";"Ricky Stenhouse, Jr.";"2021";"13";"13_2021";"2021_13";"20";"22";"20";"14";"26";"20";"-9";"24";"33";"9";"37.5";"6";"16";"4.0";"0";"0.0";"399";"63.1"
"484";"Christopher Bell";"2021";"13";"13_2021";"2021_13";"11";"25";"21";"5";"26";"21";"-6";"17";"23";"6";"35.3";"0";"55";"13.9";"0";"0.0";"396";"64.2"
"485";"Erik Jones";"2021";"13";"13_2021";"2021_13";"23";"20";"22";"18";"24";"22";"-7";"12";"19";"0";"0.0";"0";"0";"0.0";"0";"0.0";"396";"52.0"
"486";"Ryan Newman";"2021";"13";"13_2021";"2021_13";"13";"23";"23";"13";"34";"24";"5";"25";"20";"0";"0.0";"1";"0";"0.0";"0";"0.0";"396";"50.1"
"487";"Matt DiBenedetto";"2021";"13";"13_2021";"2021_13";"18";"24";"24";"10";"27";"24";"-12";"11";"23";"2";"18.2";"0";"8";"2.0";"0";"0.0";"395";"52.7"
"488";"Michael McDowell";"2021";"13";"13_2021";"2021_13";"21";"26";"25";"20";"29";"25";"2";"9";"7";"0";"0.0";"0";"0";"0.0";"0";"0.0";"395";"48.5"
"489";"Corey LaJoie";"2021";"13";"13_2021";"2021_13";"26";"28";"26";"6";"34";"28";"-8";"12";"20";"0";"0.0";"0";"1";"0.3";"0";"0.0";"393";"45.8"
"490";"Kyle Busch";"2021";"13";"13_2021";"2021_13";"6";"33";"27";"4";"37";"28";"-12";"16";"28";"2";"12.5";"6";"29";"7.4";"0";"0.0";"393";"50.6"
"491";"Anthony Alfredo";"2021";"13";"13_2021";"2021_13";"27";"27";"28";"26";"32";"28";"-2";"2";"4";"0";"0.0";"0";"0";"0.0";"0";"0.0";"392";"40.8"
"492";"Quin Houff";"2021";"13";"13_2021";"2021_13";"35";"30";"29";"29";"36";"31";"-3";"17";"20";"0";"0.0";"0";"0";"0.0";"0";"0.0";"388";"33.3"
